"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Participants,Union,"Unit Sought",Voters
R,"Region 19, Seattle, Washington",19-RD-233411,"Valley Transit",Closed,12/28/2018,01/04/2019,"Withdrawal Non-adjusted",Wasilla,AK,10,"Employer, Employer, Valley Transit, Wasilla, AK, 99654, (907)232-2226
Involved Party, Union, International Brotherhood of Teamsters, Local 959, Anchorage, AK, 99503-4164, (907)751-8557
Petitioner, Individual
",,"Included:  Dispatcher and Demand Response Driver.  

Excluded: All other employees, guards, and supervisors as defined in the Act.  
",
R,"Region 29, Brooklyn, New York",29-RC-233342,"Linxx Global Solutions, Inc.",Closed,12/27/2018,02/13/2019,"Certific. of Representative","New York",NY,9,"Employer, Legal Representative, Casaceli Brian, Mirick O'Connell, 1800 W Park Dr Ste 400, Westborough, MA, 01581-3960, (508)860-1478
Petitioner, Legal Representative, Nguyen Kim, Federal Contract Guards of America (FCGOA), 445 Park Avenue, 9th Floor, New York, NY, 10022, (212)541-3753
Employer, Legal Representative, Anastasopoulos Nicholas, Mirick O'Connell, 1800 W Park Dr Ste 400, Westborough, MA, 01581-3926, (508)860-1482
Employer, Employer, Linxx Global Solutions, Inc., Virginia Beach, VA, 23452, (757)222-0300
Petitioner, Union, Federal Contract Guards of America, New York, NY, 10022, (212)541-3753
","Federal Contract Guards of America","All full-time and regular part-time security supervisors, security analysts, and visitor control specialists performing guard duties under the Employer's contract with the Federal Government on Plum Island, NY but exluding all other employees, including administrative, clerical and non-guards, as defined by the National Labor Relations Act.",9
R,"Region 25, Indianapolis, Indiana",25-RC-233297,"Exelon Nuclear Security, LLC",Closed,12/27/2018,01/28/2019,"Certific. of Representative",Clinton,IL,95,"Employer, Additional Service, Coley Leann, Exelon Nuclear Security, 8400 Power Road, Clinton, IL, 61727, (217)937-4206
Intervenor, Legal Representative, Cotrupe Michele, Local 1, Service Employees International Union, 111 East Wacker Drive, Ste 1500, Chicago, IL, 60601-4504, (312)233-8719
Intervenor, Union, Service Employees International Union Local 1, Chicago, IL, 60601-4504, (312)233-8880
Employer, Employer, Exelon Nuclear Security, LLC, Chicago, IL, 60680-4183, (815)417-4200
Petitioner, Union, National Union of Nuclear Security Officers (NUNSO) a/w LEOSU, Washington, DC, 20004, (202)595-3510
",,"Included: All full-time & regular part-time Security Officers (armed and unarmed)performing guard duties as defined under Section 9(b)3 of the Act as amended by the Employer at its location noted in 11d Excluded: All office clerical employees, professional employees, Leads, Trainers, Managers and supervisors (including CAS/SAS) as defined in the Act and all other employees.",94
R,"Region 21, Los Angeles, California",21-UD-233350,"PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER",Closed,12/27/2018,02/13/2019,"Certification of Results",RIVERSIDE,CA,344,"Involved Party, Legal Representative, Harland Bruce, Weinberg, Roger & Rosenfeld, 1375 55th Street, Emeryville, CA, 94608, (510)337-1001
Employer, Employer, PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER, Riverside, CA, 92503-3919
Involved Party, Union, SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED HEALTHCARE WORKERS-WEST (SEIU-UHW), Commerce, CA, 90022-5119
Petitioner, Individual
",,"Included: All bio medical engineering techs II, bio medical engineers, Case Manager LVNs, C.T. techs, C.T. techs per diem, dexa scan techs, ER techs, ER techs per diem, GI lab techs, mammography techs, monitor techs, nuclear med techs, neurology techs, O/P radiology clinic CT/MRI techs, O/P radiology clinic radiology techs I, O/P radiology clinic radiology techs II, O/P radiology clinic sonographers, OB techs, pharmacy techs, phlebotomy I, phlebotomy II, cardio pulmonary (EKG techs/assistants), radiology techs, respiratory care practitioners I, respiratory care practitioners II, respiratory care practitioners III per diem, respiratory coordinators, sonographers, sonographers per diem, surgery techs, ultrasound techs, ASC unit secretaries, birth certificate specialists, buyers, CNAs, CNA per diems, cafeteria staff, catering staff, clerical coordinators, cooks, cooks assistants (cold production), diet office staff, dietary secretaries, food service workers, gift shop cashiers, guest services, joint care coordinators, kitchen porters, lab assistants, lead baristas, lead pathology, lead respiratory practitioners, LVNs, LVNs newborn, LVN per diem leads I, nuclear med assistants, O/P radiology clinic X-ray clerks, OR assistants, OR schedule secretaries, OR supply/anesthesiologists LVNs, patient care attendants, perinatal/lactation educators, pharmacy clerks, rehabilitation aides, room service attendants, senior dietary clerks, social service/discharge planners, transporter/clerks, unit secretaries, coders I, coders II, archivist/print shop techs H.I.M., discharge analysts, H.I.M. clerks, H.I.M. correspondents, H.I.M. techs, H.I.M. operation, pathologist transcriptionists, pathology assistants, physician representatives, receivers, stock expeditors, transcriptionists, transcription clerks, staffing coordinators, SPD techs, SPD techs per diem, SPD coordinators, and x-ray attendants employed by the Employer at its facility currently located at 3865 Jackson Street, Riverside, California; 

Excluded: All other employees, information services employees, administrative secretaries, admitting personnel, catering/med staff dining supervisor, coding supervisors, clinical lab scientists, dietary supervisor, nutritionists, marketing employees, medical staff employees, chaplains, human resource employees, insurance verifiers, Pyxis coordinators, master social workers, occupational therapists, accounting department employees, utilization review employees, physical therapists, PBX operators, speech therapists, business office clerical employees, skilled maintenance employees, professional employees, registered nurses, physicians, confidential employees, managers, guards, and supervisors as defined in the Act.

Also eligible to vote are all employees in the unit who have worked an average of four (4) hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.
",413
R,"Region 02, New York, New York",02-UC-233460,"DGC Operations LLC",Closed,12/27/2018,10/08/2019,"Withdrawal Non-adjusted",Middletown,NY,11,"Employer, Legal Representative, Model Alan, Littler Mendelson, PC, One Newark Center, 1085 Raymond Boulevard, 8th Floor, Newark, NJ, 07102-5235, (973)848-4740
Petitioner, Legal Representative, Steinberg James, Brady McGuire & Steinberg, P.C., Brady McGuire & Steinberg, P.C., 220 White Plains Road, Suite 390, Tarrytown, NY, 10591-5410, (914)478-4293
Employer, Employer, DGC Operations LLC, Mddletown, NY, 10940, (845)378-1900
Petitioner, Union, IUOE, Tarrytown, NY, 10591
",,"Included:  All full time and regular part time IC&E Technicians, Maintenance Mechanics, Lead Operators, lead IC&E Technicians, OP Technician 1s and OP Technician 2s

Excluded:  All other employees, office clerical employees, supervisors and guards as defined in the NLRA.",
R,"Region 25, Indianapolis, Indiana",25-RC-233218,"Logan County Paramedic Association, Inc.",Closed,12/26/2018,01/17/2019,"Certific. of Representative",Lincoln,IL,12,"Employer, Legal Representative, Walters Chris, Walters Law Office, Ltd, 149 East Locust Street, Canton, IL, 61520, (309)647-6300
Petitioner, Legal Representative, Fyans J.P, Teamsters Local Union 916 a/w International Brotherhood of Teamsters, 3361 Teamster Way, Springfield, IL, 62707, (217)522-7932
Employer, Employer, Logan County Paramedic Association, Inc., Lincoln, IL, 62656-1071, (217)732-2212
Petitioner, Union, Teamsters Local Union 916 a/w International Brotherhood of Teamsters, Springfield, IL, 62707, (217)522-7932
","Teamsters Local Union 916 a/w International Brotherhood of Teamsters","Included: All Full-Time Paramedics Excluded: supervisors,management,clerical,part-time employees",12
R,"Region 25, Indianapolis, Indiana",25-RC-233238,"Mino Corp. d/b/a Great Midwest Seafood Company",Closed,12/26/2018,02/28/2019,"Certification of Results",Davenport,IA,6,"Employer, Legal Representative, Sutton Jonathan, Sutton and Associates, P.C., 4 NE 10TH ST #422, Ste 121, Oklahoma City, OK, 73104, (918)691-9977
Petitioner, Union, Rock Island, IL, 61201, (309)787-4456
Employer, Employer, Mino Corp. d/b/a Great Midwest Seafood Company, Davenport, IA, 52806-2260, (563)388-4770
",,"Included: All full time delivery drivers and part time drivers, warehouse and some time  clerks; Excluded: Management, supervisors, and security guards.",10
R,"Region 03, Buffalo, New York",03-RC-233222,"First Student, Inc.",Closed,12/26/2018,02/05/2019,"Certific. of Representative",Accord,NY,3,"Employer, Legal Representative, Joppa Andrew, First Student, Inc., 1413 Windybush Rd, Wilmington, DE, 19810-4419, (401)309-4733
Petitioner, Legal Representative, Paster Rachel, Lewis, Clifton & Nikolaidis, P.C., 350 W 31st Street, Suite 401, New York, NY, 10001-2705, (212)419-1508
Employer, Employer, First Student, Inc., Accord, NY, 12404, (845)454-3065
Petitioner, Union, Teamsters Local 445, Rock Tavern, NY, 12575, (845)564-5297
","International Brotherhood of Teamsters Local 445","Included:  All full-time and part-time mechanics.

Excluded:  All others as defined by the Act.",2
R,"Region 03, Buffalo, New York",03-RD-233243,"Central Solution Staffing LLC",Closed,12/26/2018,01/03/2019,"Withdrawal Non-adjusted",Cortland,NY,18,"Employer, Legal Representative, Lanouette Dawn, Hinman, Howard & Kattell LLP, PO Box 5250, Binghamton, NY, 13902-5250, (607)723-5341
Involved Party, Legal Representative, McNeil Susan, 217 South Salina Street, 6th Floor, Syracuse, NY, 13202, (315)471-0405
Employer, Employer, Central Solution Staffing LLC, Linden, NJ, 07036, (908)912-2700
Involved Party, Union, 1199 SEIU UPSTATE DIVISION, Syracuse, NY, 13202
Petitioner, Individual
",,"Included: All dietary employees employed by the employer at Crown Park Nursing and Rehab in Cortland, NY.

Excluded: All other employees, guards, professional employees and supervisors as define in the Act.
",
R,"Region 12, Tampa, Florida",12-RC-233214,"Sysco South Florida, Inc.",Closed,12/21/2018,02/26/2019,"Certific. of Representative",Miami,FL,100,"Petitioner, Legal Representative, Braswell D., Sugarman, Susskind, Braswell & Herrera, P.A., 150 Alhambra Circle, Suite 750, Coral Gables, FL, 33134, (305)529-2801
Employer, Legal Representative, Stubley Mark, Ogletree, Deakins, Nash, Smoak & Stewart, P.C., 300 N. Main Street, Suite 500, Greenville, SC, 29601-2159, (864)271-1300
Employer, Employer, Sysco Foods of South Florida, Medley, FL, 33178-1055, (305)561-5421
Petitioner, Union, Teamsters Local Union No. 769, Las Vegas, NV, 89117
","Teamsters Local Union No. 769","Included:  All drivers employed at Auburndale, Medley and Key West, FL.",132
R,"Region 12, Tampa, Florida",12-RC-233250,"North Star Seafood, LLC",Closed,12/21/2018,02/26/2019,"Certification of Results","Pompano Beach",FL,40,"Employer, Legal Representative, Engeman Charles, Ogletree, Deakins, Nash, Smoak & Stewart, LLC, 1336 Beltjin Road, Suite 201, St. Thomas, VI, 00802-4701, (340)714-1235
Petitioner, Legal Representative, Braswell D., Sugarman, Susskind, Braswell & Herrera, P.A., 150 Alhambra Circle, Suite 750, Coral Gables, FL, 33134, (305)529-2801
Employer, Legal Representative, Stubley Mark, Ogletree, Deakins, Nash, Smoak & Stewart, P.C., 300 N. Main Street, Suite 500, Greenville, SC, 29601-2159, (864)271-1300
Employer, Employer, North Star Seafood, LLC, Pompano Beach, FL, 33069-1026, (954)984-0006
Petitioner, Union, Teamsters Local Union No. 769, Las Vegas, NV, 89117
","Teamsters Local Union No. 769","Included:  All full-time and regular part-time drivers employed by the Employer at its facilities located in Pompano Beach, Florida and Orlando, Florida.
Excluded:  All other employees, clerical employees, warehouse employees, processing employees, dispatch employees, confidential employees, professional employees, guards and supervisors as defined by the Act.",25
R,"Region 05, Baltimore, Maryland",05-RD-233198,"The Gardens at Warwick Forest",Closed,12/21/2018,01/02/2019,"Withdrawal Non-adjusted",Chesapeake,VA,160,"Employer, Legal Representative, Rosen Evan, Jackson Lewis P.C., 171 17th Street, N.W., Suite 1200, Atlanta, GA, 30363, (404)586-1837
Employer, Employer, The Gardens at Warwick Forest, Newport News, VA, 23602-2017, (757)875-2004
Petitioner, Individual
Involved Party, Union, Public Services Employees, Local 572, LIUNA, Chesapeake, VA, 23321
",,"Included:  Food Service, CNA's and Maintenance; Excluded:  Management, Nursing, Therapy, Social Services, Providers, Pastoral Care, HR, Dietitians, and Financial Services",
R,"Region 07, Detroit, Michigan",07-RC-233185,"The SYGMA Network, Inc.",Closed,12/21/2018,02/05/2019,"Certific. of Representative",Monroe,MI,108,"Employer, Additional Service, Mathias Joe, The SYGMA Network, Inc., 600 Ternes Drive, Monroe, MI, 48162, (734)241-2890
Petitioner, Legal Representative, O'Neill Kevin, Kevin J. O'Neill PC, 22700 Garrison Street, Suite A, Dearborn, MI, 48124, (313)359-9888
Employer, Legal Representative, Schneider Mark, Littler Mendelson, P.C., One International Pl Suite 2700, Boston, MA, 02110-2607, (617)378-6000
Employer, Legal Representative, Kalis Sara, Littler Mendelson, P.C., 80 S 8th St  Ste 1300, Minneapolis, MN, 55402-2136, (612)313-7602
Employer, Employer, The SYGMA Network, Inc., Monroe, MI, 48162, (734)241-2890
Petitioner, Union, Michigan Teamsters Joint Council No. 43, Detroit, MI, 48216
","Michigan Teamsters Joint Council No. 43","Included: Transportation
Drivers and Helpers

Excluded: All Office Personnel, Supervisors, Guards as defined in the act.",114
R,"Region 19, Seattle, Washington",19-RD-233259,Childhaven,Closed,12/21/2018,02/01/2019,"Certific. of Representative",Seattle,WA,49,"Involved Party, Legal Representative, Streepy Aaron, Streepy Law, PLLC, 1728 109th Ave Ct E, Edgewood, WA, 98372, (253)528-0277
Involved Party, Additional Service, Baeza Denise, United Food and Commercial Workers Union, Local  3000, 5030 First Avenue South, Suite 200, Seattle, WA, 98134-2438, (206)436-0210
Employer, Additional Service, Villavaso-Madden DonYeta, Childhaven, 316 Broadway, Seattle, WA, 98122-5325, (206)624-6477
Employer, Employer, Childhaven, Auburn, WA, 98002-3442, (206)624-6477
Petitioner, Individual
Involved Party, Union, United Food & Commercial Workers Union, Local 21, Seattle, WA, 98134, (206)436-6526
","United Food & Commercial Workers Union, Local 21","Included: Therapeutic Classroom Teachers (Lead: TCTIII, Assistant: TCTII, Part-time Substitute).

Excluded: All Other Employees, Guards and Supervisors as Defined by the Act.",55
R,"Region 05, Baltimore, Maryland",05-RC-233146,"Marriott Hotel Services, Inc.",Closed,12/20/2018,01/25/2019,"Certific. of Representative",Washington,DC,15,"Employer, Legal Representative, Fritts Jonathan, Morgan, Lewis & Bockius, LLP, 1111 Pennsylvania Avenue NW, Washington, DC, 20004-2541, (202)739-5867
Employer, Legal Representative, Gregory Talbot, Marriott International, Inc., 1331 Pennsylvania Avenue, N.W., Washington, DC, 20004, (301)380-3688
Employer, Employer, JW Marriott Hotel, Washington, DC, 200041, (202)393-2000
Petitioner, Union, International Union of Operating Engineers, Local 99 a/w International Union of Operating Engineers AFL-CIO, Upper Marlboro, MD, 20774, (202)253-5440
","International Union of Operating Engineers, Local 99, a/w International Union of Operating Engineers, AFL-CIO","Included:  All full-time and regular part-time employees employed by the employer engaged in building maintenance and engineering, including all painters and engineers 1 and engineers 2",15
R,"Region 25, Indianapolis, Indiana",25-RD-233077,"SMITHFIELD DIRECT LLC",Closed,12/20/2018,12/28/2018,"Withdrawal Non-adjusted",Brazil,IN,100,"Involved Party, Legal Representative, Vlink David, Vlink Law Firm LLC, 429 E. Vermont Street, Suite 200, Indianapolis, IN, 46202-3688, (317)353-9363
Employer, Additional Service, Sebring Patrick, Smithfield Direct LLC, 4225 Naperville Rd, Ste 600, Lisle, IL, 60532-3699, (630)993-8791
Employer, Legal Representative, Brown Richard, Constangy, Brooks, Smith & Prophete, LLP, TWO CHASE CORPORATE DRIVE, SUITE 120, BIRMINGHAM, AL, 35244, (205)226-5461
Petitioner, Individual
Involved Party, Union, Teamsters Local 364, South Bend, IN, 46615-3517, (574)234-6031
Employer, Employer, Smithfield Direct LLC, Saint Augustine, FL, 32092, (630)993-8791
",,"Included: All full-time and regular part-time route salespersons and relief salespersons employed by the Employer.

Excluded: Professional, temporary, office clerical, and managerial employees, and guards and supervisors.",
R,"Region 06, Pittsburgh, Pennsylvania",06-RC-233091,"The American Bottling Company",Closed,12/20/2018,02/04/2019,"Certific. of Representative","Cranberry Twp",PA,4,"Employer, Legal Representative, Timms David, dave.timms@dpsg.com, Indianapolis, IN, 46268-1620, (317)503-1711
Petitioner, Legal Representative, Orsatti Ernest, Rothman Gordon P.C., 310 Grant Street, Grant Building, 3rd Floor, Pittsburgh, PA, 15219, (412)338-1145
Employer, Employer, The American Bottling Company, Cranberry Township, PA, 16066, (717)441-3210
Petitioner, Union, General Teamsters Local 397 a/w International Brotherhood of Teamsters, Erie, PA, 16503-1716
","General Teamsters Local 397 a/w International Brotherhood of Teamsters","Included: All company delivery drivers operating out of the Employer's Erie, PA facility located at 1367 West 12th Street, Erie, PA 16501
Excluded:
All other employees including guards, supervisors and managerial employees as defined in the Act.",4
R,"Region 05, Baltimore, Maryland",05-RD-233131,"Master Security Company, LLC",Closed,12/19/2018,12/28/2018,"Withdrawal Non-adjusted",Bethesda,MD,60,"Employer, Legal Representative, Noonan Edward, Eckert Seamans Cherin & Mellott, LLC, 1717 Pennsylvania Ave., N.W., 12th Fl., Washington, DC, 20006-3942, (202)659-6616
Employer, Employer, Master Security Company LLC, Rockville, MD, 20850, (240)276-7691
Petitioner, Individual
Involved Party, Union, Governed United Security Professionals (GUSP), Catonsville, MD, 21228-1409
",,"Included: All full-time and regular part-time armed and unarmed Protective Security Officers (PSOs) employed by the Employer at the National Cancer Institute facility currently located at 9607 and 9609 in Bethesda, Maryland.

Excluded:  All office clerical employees, managerial employees, and supervisors as defined in the Act.",
