"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Participants,Union,"Unit Sought",Voters
R,"Region 03, Buffalo, New York",03-RC-288246,"Colgate Heating Corporation",Closed,12/29/2021,03/03/2022,"Certification of Results",Buffalo,NY,12,"Employer, Legal Representative, Rood Alicia, Schroder, Joseph & Associates, LLP, 394 Franklin Street, 2nd Floor, Buffalo, NY, 14202, (716)881-4928
Petitioner, Legal Representative, Womer Brigitte, 1911 Sheridan Drive, Buffalo, NY, 14223, (716)565-1720
Employer, Legal Representative, Schroder Ginger, Schröder, Joseph & Associates, LLP, 394 Franklin Street, 2nd Floor, Buffalo, NY, 14202, (716)881-4901
Employer, Employer, Colgate Heating Corporation, Buffalo, NY, 14220, (716)822-8284
Petitioner, Union, United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied-Industrial and Service Workers International Union, AFL-CIO/CLC, Pittsburgh, PA, 15222
",,"All full-time and regular part-time employees including welders, fabricators, feild tech's etc at the Employer's facility in Buffalo, NY

Excluded:  All temporary employees, office clerical and professional employees, guards, foreman, salaried employees, and supervisors as defined in the Act",10
R,"Region 19, Seattle, Washington",19-RC-288289,"Alliance for a Healthier Generation, Inc.",Closed,12/29/2021,03/24/2022,"Certification of Results",Portland,OR,44,"Employer, Legal Representative, Rowan Daniel, CDR Labor Law, LLC, 825 NE 20th Ave., Ste. 320, Portland, OR, 97232, (503)878-8499
Employer, Additional Service, Ives Debra, Alliance for a Healthier Generation, Inc., 3626 Shannon Rd., Ste. 101, Durham, NC, 27707, (919)448-8655
Employer, Employer, Alliance for a Healthier Generation, Inc., Portland, OR, 97214, (503)805-5294
Petitioner, Union, Office & Professional Employees International Union, Local 11, Vancouver, WA, 98660-1967, (503)257-6691
",,"Included: All Associate Director, Associate Director/Cause Marketing and Communications, Family Engagement Manager, National Content Advisor, Rise Program Manager, Content Manager, Social and Emotional Health, Member Engagement and Support Manager, Social Emotional Health Content Manager, Data Manager, HSCP Manager, Network, Healthy Schools Program Manager, Senior Manager Digital Marketing, Business Systems Analyst, Member Engagement and Support Manager Communications, Regional Program Manager, Software and Data Engineer, Software Development Manager, Rise Virtual Program Manager, National Advisor, HSCP, Senior Managment Development, Digital Engagement Specialist, Senior National PE/PA Advisor, Digital Marketing Manager, UX/UI Designer, Technical Support Specialist, Virtual Content Manager/Social Emotional Health. Excluded: Guards and Supervisors as defined by the Act.",53
R,"Region 19, Seattle, Washington",19-RC-288296,"Community Work Training Association",Closed,12/29/2021,03/04/2022,"Certific. of Representative",Bellingham,WA,14,"Petitioner, Legal Representative, Ewing Richard, General Teamsters Local Union No. 231, 1700 N State St Ste 103, Bellingham, WA, 98225-4638, (360)734-7780
Employer, Employer, Community Work Training Association, Bellingham, WA, 98225-5123, (360)676-2150
Petitioner, Union, General Teamsters Local Union No. 231, Bellingham, WA, 98225-4638, (360)734-7780
","General Teamsters Union Local No. 231, affiliated with the International Brotherhood of Teamsters","Included: All regular full time, part time, and cover staff. Excluded: Director and Assistant Director",17
R,"Region 02, New York, New York",02-RC-288187,"SHoP Architects, Inc.",Closed,12/28/2021,02/03/2022,"Withdrawal Non-adjusted","New York",NY,91,"Employer, Legal Representative, Picone Ethan, Proskauer Rose LLP, One International Place, 15th Floor, Boston, MA, 02110
Employer, Legal Representative, Robbins Howard, Proskauer Rose LLP, 11 Times Square, New York, NY, 10075, (212)969-3912
Employer, Legal Representative, Theodore Mark, Proskauer Rose LLP, 2029 Century Park East, Suite 2400, Los Angeles, CA, 90067, (310)557-2900
Petitioner, Legal Representative, Haller William, International Association of Machinists and Aerospace Workers, 9000 Machinists Place, Upper Marlboro, MD, 20772, (301)967-4510
Employer, Employer, SHoP Architects, Inc., New York, NY, 10279
Petitioner, Union, International Association of Machinists and Aerospace Workers, Upper Marlboro, MD, 20772-2687
",,"Included: all full-time and regular part-time employees in the following job classifications:
Associate Principals
Associates
Associates, Interactive Visualization
Senior Associates
Department Directors
Project Directors
Designers
IT Support Assistance
Senior Systems Engineer
Senior Design Team Coordinator

Excluded: all Principals, Managers, Supervisors, Confidential Employees, Temporary and
Student Employees, and Guards",
R,"Region 18, Minneapolis, Minnesota",18-RC-288243,"Abbott Northwestern Hospital",Closed,12/28/2021,02/15/2022,"Certification of Results",Minneapolis,MN,111,"Petitioner, Legal Representative, Multer Jacob, Cummins & Cummins, LLP, 920 Second Avenue South, Suite 1245, Minneapolis, MN, 55402-3318, (612)486-2035
Employer, Legal Representative, Francis Sandra, Allina Health Systems, 2925 Chicago Avenue South, Mail Route 10767, Minneapolis, MN, 55407, (612)262-5024
Employer, Legal Representative, Kohls Timothy, Allina Health System, 2925 Chicago Ave. S, Mail Route 10705, Minneapolis, MN, 55407, (612)262-5023
Employer, Legal Representative, Ewald Timothy, Allina Health Systems, 2925 Chicago Ave, Allina Labor Relations 7th Fl, Minneapolis, MN, 55407-1321, (612)262-5020
Petitioner, Union, SEIU Healthcare Minnesota, Saint Paul, MN, 55102, (651)294-8100
Employer, Employer, Abbott Northwestern Hospital, Minneapolis, MN, 55407, (612)262-4736
","SEIU Healthcare Minnesota","Included:  All full-time and regular part time physical therapists, occupational therapists and speech therapists in the acute care, cardiac rehabilitation, in-patient rehabilitation, outpatient rehabilitation, and resource units to be added to the existing professional employees unit via Armour-Globe.

Excluded:  All other professional employees, service and maintenance employees, technical employees, business office clerical employees, registered nurses, skilled maintenance employees, physicians, managers, supervisors, and guards.",112
R,"Region 20, San Francisco, California",20-RD-288186,"Hoban E&C USA Inc dba Waikele Country Club",Closed,12/28/2021,03/08/2022,"Certification of Results",Waipahu,HI,9,"Involved Party, Legal Representative, Yeung Lowell, King Nakamura & Chun-Hoon, 220 S. King Street, Suite 980, Honolulu, HI, 96813, (808)380-4492
Employer, Legal Representative, Luiz Shawn, 841 Bishop Street, Suite 200, Honolulu, HI, 96813-2818, (808)538-0500
Involved Party, Union, ILWU Local 142, Honolulu, HI, 96814, (808)949-4161
Employer, Employer, Hoban E&C USA Inc dba Waikele Country Club, Waipahu, HI, 96797, (808)676-9000
Petitioner, Individual
",,"Included: All Regular full time full-time golf course grounds maintenance employees Excluded: All other employees including supervisory,managerial,clerical,gaurds and/or watchman as defined in the National Labor Relations Act",9
R,"Region 19, Seattle, Washington",19-RC-288202,"Providence Health & Services - Western Washington, d/b/a Providence Regional Medical Center Everett",Closed,12/28/2021,03/04/2022,"Certification of Results",Everett,WA,4,"Employer, Legal Representative, Davito Gina, Providence Health Services, 1801 Lind Avenue SW, Pariseau Bldg., 2nd Floor, Renton, WA, 98057-3368, (425)441-1461
Petitioner, Union, United Food and Commercial Workers Local 21, affiliated with United Food and Commercial Workers International Union, Seattle, WA, 98144-2739, (406)546-0538
Employer, Employer, Providence Health & Services - Western Washington, d/b/a Providence Regional Medical Center Everett, Everett, WA, 98201-1689
","United Food and Commercial Workers Local 21, affiliated with United Food and Commercial Workers International Union","Included: The petitioner seeks to add through an Armour-Globe self-determination election all full time, part time, and per diem Dieticians employed by the employer at Providence Regional Medical Center-Everett Pacific Campus (916 Pacific Avenue Everett WA 98201), Providence Regional Medical Center Everett Pavilion for Women & Children (900 Pacific Avenue Everett WA 98201), and Providence Regional Cancer Partnership (1717 13th street Everett WA 98201) to the existing Professional bargaining unit. Excluded: Excluding all guards, supervisors, managers, and confidential employees as defined by the Act.",4
R,"Region 01, Boston, Massachusetts",01-RC-288207,"Prospect Chartercare RWMC, LLC",Closed,12/28/2021,03/09/2022,"Certific. of Representative",Providence,RI,220,"Employer, Legal Representative, Merriman Alan, Littler Mendelson P.C., 265 Church St Ste 300, New Haven, CT, 06510-7013, (203)974-8705
Petitioner, Legal Representative, CALLACI CHRISTOPHER, UNITED NURSES & ALLIED PROFESSIONALS, 375 Branch Avenue, Providence, RI, 02904-2542, (401)831-3647
Employer, Legal Representative, VanDeviver J., Prospect Medical Holdings, d/b/a Crozer Chester Medical Center, 3415 South Sepulveda Blvd., 9th Floor, Los Angeles, CA, 92868-2968
Employer, Legal Representative, Stanevich Jason, Littler Mendelson, P.C., ONE CENTURY TOWER, 265 CHURCH STREET, STE 300, NEW HAVEN, CT, 06510, (203)974-8716
Employer, Employer, PROSPECT CHARTERCARE - OUR LADY OF FATIMA HOSPITAL, Providence, RI, 02904, (401)456-3514
Petitioner, Union, UNITED NURSES AND ALLIED PROFESSIONALS, Providence, RI, 02904-2542, (401)831-3647
","United Nurses and Allied Professionals","Included: All full time and regular part time registered nurses employed by Rogers Williams Medical.
Excluded: All other employees, guards and supervisors as defined by the Act.",214
R,"Region 19, Seattle, Washington",19-UC-288229,"Recology Oregon Compost, Inc., d/b/a Recology Organics Aumsville",Closed,12/28/2021,01/13/2022,"Withdrawal Non-adjusted",Aumsville,OR,6,"Petitioner, Additional Service, Muhs Chris, Teamsters Local Union No. 324, 2686 Portland Rd NE, Salem, OR, 97301-0125, (503)378-1421
Employer, Legal Representative, Pedhirney Michael, Littler Mendelson  PC, 333 Bush Street, 34th Floor, San Francisco, CA, 94104-2842, (925)949-2380
Employer, Employer, Recology Oregon Compost, Inc., d/b/a Recology Organics Aumsville, Salem, OR, 97317, (503)647-9489
Petitioner, Union, Tedesco Law Group, Portland, OR, 97232-1347, (866)697-6015
",,"Present unit: Included: All full-time and regular part-time Equipment Operators 1, Weighmasters/Customer Service Specialists, and Laborers employed by the Employer at its facility located at 8712 Aumsville Highway SE, Salem, Oregon. Excluded: All mechanics, office clerical employees, confidential employees, guards and supervisors as defined by the Act. Proposed unit: Included: All full-time and regular part-time Equipment Operators 1, Equipment Operators 2, Weighmasters/Customer Service Specialists, and Laborers employed by the Employer at its facility located at 8712 Aumsville Highway SE, Salem, Oregon. Excluded: All mechanics, office clerical employees, confidential employees, guards and supervisors as defined by the Act.",
R,"Region 10, Atlanta, Georgia",10-RC-288098,"Starbucks Corporation",Closed,12/27/2021,04/05/2022,"Certific. of Representative",Knoxville,TN,28,"Employer, Legal Representative, Carter Elizabeth, Littler Mendelson, P.C., 111 North Orange Avenue, Suite 1750, Orlando, FL, 32801, (407)393-2944
Employer, Legal Representative, Hult Erik, Littler Mendelson, P.C., 41 S High St Ste 3250, Columbus, OH, 43215, (708)280-0749
Petitioner, Legal Representative, Hayes Ian, Hayes Dolce, 1103 Delaware Ave, Buffalo, NY, 14209-1601, (716)608-3427
Employer, Additional Service, Johnson Kevin, Starbucks Corporation, 2401 Utah Avenue South, Suite 80, Seattle, WA, 98134, (206)318-2212
Employer, Legal Representative, Doud Kimberly, Littler Mendelson, P.C., 111 North Orange Avenue, Suite 1750, Orlando, FL, 32801, (407)393-2900
Petitioner, Legal Representative, Schoenfeld Michael, Stanford Fagan LLC, 2540 Lakewood Avenue SW, Atlanta, GA, 30315, (404)622-0521
Employer, Additional Service, Roderick Todd, Starbucks Corporation, 2401 Utah Avenue South, Suite 80, Seattle, WA, 98134, (206)318-2212
Employer, Employer, Starbucks Corporation, Knoxville, TN, 37912
Petitioner, Union, Workers United, Philadelphia, PA, 16103
","Workers United Labor Union International, affiliated with Service Employees International Union","Included:  All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers. 
Excluded:  Store Managers, office clericals, guards, and supervisors as defined by the Act.",27
R,"Region 10, Atlanta, Georgia",10-RC-288115,"BFI Waste Services, LLC d/b/a Republic Services of Georgia",Closed,12/27/2021,03/08/2022,"Certification of Results",Winder,GA,140,"Employer, Legal Representative, Thompson Tanja, Littler Mendelson, P.C., 3725 Champion Hills Drive, Suite 3000, Memphis, TN, 38125-3965, (901)322-1223
Employer, Employer, BFI Waste Services, LLC d/b/a Republic Services of Georgia, Winder, GA, 30680, (678)963-2810
Petitioner, Union, Teamsters Local 728, Atlanta, GA, 30315, (404)622-0521
",,"Included:  All FT & reg PT roll-off, front load, swing, residential, recycle, and container delivery drivers and helpers.

Excluded:  All other employees, including temporary employees, mechanics, office clerical employees, guards, and supervisors as defined in the Act.",155
R,"Region 13, Chicago, Illinois",13-RC-288158,"PharmaCann, Inc.",Closed,12/27/2021,03/08/2022,"Certific. of Representative",Schaumburg,IL,16,"Employer, Legal Representative, Slowiczek Elliot, Jackson Lewis P.C., 150 North Michigan Avenue, Suite 2500, Chicago, IL, 60601, (312)803-2524
Employer, Legal Representative, Thomas James, Jackson Lewis, P.C., 150 North Michigan Avenue, Suite 2500, Chicago, IL, 60601-7619, (312)787-4949
Petitioner, Legal Representative, Gianni Pasquale, Teamsters Joint Council 25, 160 Market St, Willow Springs, IL, 60480, (847)343-9151
Employer, Employer, PharmaCann, Inc., Schaumburg, IL, 60173, (630)751-9193
Petitioner, Union, Teamsters Local Union No. 777, Lyons, IL, 60534, (708)777-1081
","Teamsters Local Union No. 777","Included: Cannabis Support Center Specialists Excluded: All trainers, supervisors, guards, and managerial employees as defined by the Act",19
R,"Region 01, Boston, Massachusetts",01-RD-288148,"Tri-City Fire Protection, LLC",Closed,12/27/2021,01/14/2022,"Dismissal Non-adjusted",Tolland,CT,2,"Employer, Legal Representative, Greene Kevin, Halloran & Sage LLP, 225 Asylum Street, Hartford, CT, 06103, (860)297-4670
Involved Party, Legal Representative, OSBORNE WILLIAM, OSBORNE LAW FIRM, 1 Thomas Cir NW Ste 525, Washington, DC, 20005-5802, (202)783-0010
Employer, Employer, Tri-City Fire Protection, LLC, Tolland, CT, 06084
Petitioner, Individual
Involved Party, Union, ROAD SPRINKLER FITTERS LOCAL 669, U.A., AFL-CIO, A/W UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING AND PIPEFITTING INDUSTRY OF THE UNITED STATES AND CANADA, Meridian, ID, 83642
",,"Included: All full time sprinkler fitters, helper sprinkler fitters, and part time sprinkler fitters.
Excluded: All other clerical employees, designers, sales persons, guards, professional employees, and supervisors.",
R,"Region 18, Minneapolis, Minnesota",18-RC-288180,"Northern States Power Company, a Minnesota corporation, d/b/a Xcel Energy",Closed,12/27/2021,04/20/2022,"Certification of Results",Minneapolis,MN,17,"Petitioner, Legal Representative, Marshall Emily, Miller O'Brien Jensen, PA, 120 S 6th St, Ste 2400, Minneapolis, MN, 55402-5156, (612)333-5831
Petitioner, Additional Service, ZIMMERMAN KURT, INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 160, 2909 ANTHONY LANE, SAINT ANTHONY, MN, 55418, (612)781-3126
Employer, Legal Representative, Moberg Michael, Jackson Lewis P.C., 80 S. 8th Street, 2200 IDS Center, Minneapolis, MN, 55402, (612)977-8609
Employer, Additional Service, ERDMANN PEGGY, NORTHERN STATES POWER COMPANY D/B/A XCEL ENERGY, (NSP), 414 NICOLLET MALL, 4th Floor, MINNEAPOLIS, MN, 55401-1993
Petitioner, Legal Representative, Louris Timothy, Louris Marshall O'Brien P.A., 120 South 6th Street, Suite 2400, Minneapolis, MN, 55402-1803, (612)333-5831
Employer, Employer, Northern States Power Company, a Minnesota corporation, d/b/a Xcel Energy, Minneapolis, MN, 55401, (612)330-5911
Petitioner, Union, International Brotherhood of Electrical Workers, Local 160, St. Anthony, MN, 55418, (612)781-3126
",,"Included: All full-time and part-time BAOs, TSOs and NRLs based at the 414 Nicollet Office.

Excluded: Supervisory, managerial and confidential employees and guards as defined by the act.",19
R,"Region 25, Indianapolis, Indiana",25-RC-288184,"Durham School Services, L.P.",Closed,12/27/2021,03/07/2022,"Certific. of Representative",Bettendorf,IA,2,"Employer, Legal Representative, Barker Daniel, Jackson Lewis, P.C., 22 East Mifflin Street, Suite 800, Madison, WI, 53703, (608)807-5273
Employer, Additional Service, Bolio Stacy, Durham School Services, L.P., 4377 Devils Glen Road, Bettendorf, IA, 52722
Employer, Employer, Durham School Services, L.P., Bettendorf, IA, 52722, (612)254-3422
Petitioner, Union, International Brotherhood of Teamsters Local 371, Rock Island, IL, 61201-5916, (309)787-4456
","Teamsters Local Union 371","Included: Mechanics

Excluded: Supervisors, Management",2
