"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Participants,Union,"Unit Sought",Voters
R,"Region 18, Minneapolis, Minnesota",18-RM-332648,"Starbucks Corporation",Closed,12/28/2023,01/03/2024,"Dismissal Non-adjusted",Moorhead,MN,25,"Petitioner, Legal Representative, Miner Frederick, Littler Mendelson, P.C., Camelback Esplanade, 2425 East Camelback Road, Suite 900, Phoenix, AZ, 85016, (602)474-3653
Involved Party, Legal Representative, CERVONE ROBERT, Dowd, Bloch, Bennett, Cervone, Auerbach & Yokich LLP, 8 South Michigan Avenue, 19th Floor, Chicago, IL, 60603-3315, (312)372-1361
Petitioner, Employer, Starbucks Corporation, Moorhead, MN, 56560
Involved Party, Union, Workers United/SEIU, Philadelphia, PA, 19103
",,"Included: All full-time and regular part time baristas and shift supervisors employed by the Employer at its facility located at 3250 US-10 E, Moorhead, MN 56560.

Excluded: All store managers, assistant store managers, office clericals, confidential employees, managerial employees, and all other employees, professional employees, and guards and supervisors as defined in the Act.",
R,"Region 18, Minneapolis, Minnesota",18-RM-332662,"Planned Parenthood of Wisconsin, Inc.",Closed,12/28/2023,02/15/2024,"Certific. of Representative",Milwaukee,WI,160,"Petitioner, Legal Representative, Albrecht Peter, Godfrey & Kahn, S.C., One East Main Street, Suite 500, Madison, WI, 53703, (608)284-2218
Petitioner, Employer, Planned Parenthood of Wisconsin, Inc., Milwaukee, WI, 53202, (414)271-8045
Involved Party, Union, Wisconsin Federation of Nurses and Health Professionals, Local 5000, AFT, Milwaukee, WI, 53214, (414)475-6065
","Wisconsin Federation of Nurses and Health Professionals, Local 5000, AFT","Bargaining Unit Proposed by Union:  All full-time and part-time permanent clinic workers, excluding managers and supervisors as defined by the National Labor Relations Act.

The Employer's Proposed Unit:  All regular full and part time employees in patient services, excluding all Managers, Directors, Lead-persons, and Supervisors and Confidential employees as defined by the National Labor Relations Act.",133
R,"Region 28, Phoenix, Arizona",28-RC-332613,"Albuquerque Mail Service, Inc.",Closed,12/27/2023,01/30/2024,"Certific. of Representative",Albuquerque,NM,49,"Employer, Legal Representative, Lamont Charlotte, P.O. Box 25687, Albuquerque, NM, 87125, (505)842-1950
Petitioner, Additional Service, Anderson Michael, Murphy Anderson PLLC, Tower Building, 1401 K Street, NW Suite 300, Washington, DC, 20005, (202)223-2620
Employer, Employer, Albuquerque Mail Service, Inc., Albuquerque, NM, 87102, (505)843-7613
Petitioner, Union, American Postal Workers Union, Local 380, AFL-CIO, Albuquerque, NM, 87102, (505)804-1460
","American Postal Workers Union, Albuquerque Local 380, AFL-CIO","INCLUDED:  Full-time and regular part-time Mail Drivers transporting US Mail

EXCLUDED:  All other classifications, mechanics, commercial Freight Drivers, seasonal, temporary",75
R,"Region 10, Atlanta, Georgia",10-RC-332574,"Duke University Health System, Inc., d/b/a Duke Raleigh Hospital",Closed,12/27/2023,02/02/2024,"Certific. of Representative",Raleigh,NC,24,"Employer, Legal Representative, Davis C. Thomas, Ogletree Deakins Law Firm, 401 Commerce Street, Suite 1200, Nashville, TN, 37219-2491, (615)254-1900
Petitioner, Legal Representative, Smith Paul, 2 West Baltimore, Ste 340, Media, PA, 19063, (919)942-5200
Petitioner, Union, International Union of Operating Engineers, Local 465, Durham, NC, 27703
Employer, Employer, Duke University Health System, Inc., d/b/a Duke Raleigh Hospital, Raliegh, NC, 27609, (919)954-3000
","International Union of Operating Engineers, Local 465","Included: All skilled maintenance employees employed at Duke Raleigh Hospital, including but not limited to carpenters, painters, plumbers, plant operators, HVAC mechanics, zone mechanics, and locksmiths.
Excluded: All other employees including managers and supervisors as defined by the Act
",25
R,"Region 12, Tampa, Florida",12-RC-332626,"Platinium Waste Disposal, LLC",Closed,12/27/2023,02/01/2024,"Certific. of Representative",Guaynabo,PR,24,"Employer, Legal Representative, Baerga-Ibañez Fernando, Curbelo Baerga Law Office, 252 Ponce de Leon Ave.,, City Tower Building, Suite 701, San Juan, PR, 00918, (787)753-7455
Employer, Employer, Platinium Waste Disposal, LLC, Guaynabo, PR, 00698, (787)654-8484
Petitioner, Union, Central General De Trabajadores, Rio Piedras, PR, 00919-2901, (787)296-4924
","Central General De Trabajadores","Included: All drivers, helpers, utilities and transfer employees that work at the company's facilities in Cidra.

Excluded: All clerical, office employees, guards and other employees excluded as defined by the Act.",25
R,"Region 04, Philadelphia, Pennsylvania",04-RC-332600,"The American Bottling Company",Closed,12/27/2023,02/20/2024,"Certification of Results",Harrisburg,PA,31,"Employer, Legal Representative, Franklin Corey, Ford Harrison, LLP, 7777 Bonhomme Avenue, Suite 1710, Clayton, MO,  63105, (314)257-0301
Petitioner, Legal Representative, Weinstock Jason, Weinstock Labor Law, 800 North Second Street, Harrisburg, PA, 17102, (717)238-1657
Employer, Employer, The American Bottling Company, Harrisburg, PA, 17104, (678)488-1681
Petitioner, Union, Teamsters Local Union No. 776 a/w International Brotherhood of Teamsters, Camp Hill, PA, 17011, (717)233-8766
",,"Included: All full-time and part-time warehouse employees, including forklift operators, jockeys, shipping and receiving, loaders, pickers, and replenish warehouse persons as well as all full-time and part-time route and transportation drivers. 

Excluded: All management employees, sales, merchandisers, clerical staff, confidential employees, and guards defined in the Act. 
",36
R,"Region 04, Philadelphia, Pennsylvania",04-RD-332608,"Ultimo Coffee",Closed,12/27/2023,01/08/2024,"Dismissal Non-adjusted",Philadelphia,PA,10,"Petitioner, Legal Representative, Solem Aaron, National Right to Work Legal Defense Foundation, Inc., 8001 Braddock Road, Suite 600, Springfield, VA, 22151-2115, (703)321-8510
Petitioner, Legal Representative, Wilson Christian, National Right to Work Legal Defense Foundation, Inc., 8001 Braddock Road, Suite 600, Springfield, VA, 22151, (703)321-8510
Involved Party, Legal Representative, Katz Elissa, Meranze, Katz & Gaudioso, P.C., 121 South Broad Street, Suite 1300, Philadelphia, PA, 19107, (215)546-4183
Employer, Legal Representative, Leonard James, Paisner Litvin Hauser, 851 Duportail Road, 2nd Floor, Chesterbrook, PA, 19087, (484)436-2122
Employer, Legal Representative, Paisner Steven, Paisner Litvin Hauser, 851 Duportail Road, 2nd Floor, Chesterbrook, PA, 19087, (484)436-2114
Petitioner, Individual
Employer, Employer, Ultimo Coffee, Philadelphia, PA, 19144, (267)335-2285
Involved Party, Union, Workers United, affiliated with Service Employees International Union, Philadelphia, PA, 19103, (646)448-6414
",,"Included: All full-time and regular part time Baristas, Bakers, Coffee Quality Managers, Inventory Coordinators/Baristas, and Trainers at 5901 Wayne Avenue
Excluded: All other employees",
R,"Region 19, Seattle, Washington",19-RC-332581,"Legacy Clinics, LLC and Legacy Clinical, LLC, a single employer",Closed,12/27/2023,02/21/2024,"Certific. of Representative",Portland,OR,17,"Employer, Legal Representative, Byergo Anthony, Ogletree, Deakins, Nash, Smoak & Stewart, P.C., 1201 Third Ave Suite 5150, Seattle, WA, 98101-3066, (206)693-7057
Employer, Additional Service, Stibal Melinda, Legacy Clinics, LLC, 1919 NW Lovejoy St., Portland, OR, 97209
Petitioner, Union, Pacific Northwest Hospital Medicine Association, American Federation of Teachers Local 6552, AFL-CIO, Tualatin, OR, 97062-8498, (503)333-5975
Employer, Employer, Legacy Clinics LLC dba Legacy Medical Group - Women's Division, Portland, OR, 97209
","Pacific Northwest Hospital Medicine Association, American Federation of Teachers Local 6552, AFL-CIO","Included: All full-time, part-time, Per Diem (supplementals) and lead physicians, in the following positions: Perinatologist, Gynolgogyist, and Obstetricians the following locations: Maternal-Fetal Medicine at Emanuel, 300 N. Graham, Suite 100 Medical Office Building 3, Legacy Emanuel Medical Center campus, Portland, OR, 97227-1667, Maternal-Fetal Medicine at Mount Hood, 24850 S.E. Stark St., Suite 150, Legacy Mount Hood Medical Center, Medical Office Building 2 Gresham, OR, 97030, Maternal-Fetal Medicine at Silverton, 454 Welch St., Medical Office Building 1 Silverton, OR, 97381-1934, Maternal-Fetal Medicine at Salmon Creek, 2101 N.E. 139th St., Suite 260, Medical Office Building B, Legacy Salmon Creek Medical Center campus Vancouver, WA, 98686-2311, Mount Hood Women's Health, 24850 S.E. Stark St., Suite 200, Medical Office Building 2, Legacy Mount Hood Medical Center, Gresham, OR, 97030, Women's Health at Silverton, 406 Welch St., Silverton, OR, 97381, Women's Health in Keizer, 5685 Inland Shores Way N Keizer, OR, 97303-3794, Portland Obstetrics and Gynecology at Good Samaritan, 1130 N.W. 22nd Ave., Suite 120, Building 3, Legacy Good Samaritan Medical Center campus, Portland, OR, 97210-2934 Excluded: supervisors",17
R,"Region 07, Detroit, Michigan",07-RC-332691,"DMC- Children's Hospital of Michigan",Closed,12/27/2023,01/19/2024,"Withdrawal Non-adjusted",Detroit,MI,58,"Employer, Legal Representative, Ayer Shaun, The Allen Law Group, PC, 3031 West Grand Boulevard, Suite 525, Detroit, MI, 48202, (313)871-5500
Intervenor, Union, Michigan Association of Police (MAP), Grand Blanc, MI, 48439, (248)509-7158
Petitioner, Union, Michigan Council 25, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO, Detroit, MI, 48202, (313)964-1711
Employer, Employer, DMC- Children's Hospital of Michigan, Detroit, MI, 48201, (313)745-5437
Intervenor, Union, Local 283, International Brotherhood of Teamsters (IBT), Wyandotte, MI, 48192, (734)282-8850
Intervenor, Union, SEIU Healthcare Michigan, Detroit, MI, 48202, (313)343-1102
Intervenor, Union, Local 3695, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO, Detroit, MI, 48226-3190
Intervenor, Union, Local 140, American Federation of State County & Municipal Employees (AFSCME), AFL-CIO, Detroit, MI, 48226
Intervenor, Union, Michigan Council 25, Local 140.13, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO, Detroit, MI, 48202, (313)964-1711
Intervenor, Union, Local 181, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO, Lansing, MI, 48906, (517)487-5081
",,"Included: All full-time & part-time contingent & non- contingent Patient Attendant Safety Empl.

Excluded: All supervisors and others defined by the Act.",
R,"Region 18, Minneapolis, Minnesota",18-RD-332535,"LaForce, LLC",Closed,12/26/2023,01/24/2024,"Certification of Results","Green Bay",WI,50,"Involved Party, Legal Representative, Johnson Burt, United Brotherhood of Carpenters and Joiners of America, 700 Olive Street, Saint Paul, MN, 55130, (651)379-0202
Employer, Legal Representative, Stigers Quinn, Husch Blackwell LLP, 511 North Broadway St., Suite 1100, Milwaukee, WI, 53202, (414)978-5655
Involved Party, Legal Representative, Johson Sara, North Central States Regional Council of Carpenters, 700 Olive Street, Saint Paul, MN, 55130, (651)379-0212
Employer, Legal Representative, O'Day Tom, Husch Blackwell LLP, 33 East Main Street, Suite 300, Madison, WI, 53703-4655, (608)234-6017
Employer, Employer, LaForce, LLC, Green Bay, WI, 54340, (920)490-2392
Petitioner, Individual
Involved Party, Union, North Central States Regional Council of Carpenters, Saint Augustine, FL, 32092
",,"Included: material handler, painting/glazing, welding, fabrication, door conversion, door fabrication, cutting, punch.

Excluded:  ship/receive, supervisors, office, installers.",48
R,"Region 19, Seattle, Washington",19-RC-332502,"Hoffman Instrumentation Supply, Inc. d/b/a HIS Innovations Group",Closed,12/26/2023,03/01/2024,"Certification of Results",Hillsboro,OR,10,"Petitioner, Legal Representative, Hutzenbiler Daniel, McKanna Bishop Joffe LLP, 1635 NW Johnson Street, Portland, OR, 97209-2310, (503)226-6111
Petitioner, Legal Representative, McCullough Donald, McKanna Bishop Joffe LLP, 1635 NW Johnson Street, Portland, OR, 97209-2310, (971)438-0810
Employer, Legal Representative, Laiho Erik, Fisher & Phillips LLP, 111 SW 5th Avenue, Suite 4040, Portland, OR, 97204-3643, (206)247-7015
Employer, Legal Representative, Grimaldi Rick, Fisher & Phillips LLP, Two Logan Square  12th Floor, 100 North 18th Street, Philadelphia, PA, 19103, (610)230-2150
Employer, Legal Representative, Lyon Todd, Fisher & Phillips, LLP, 111 SW 5th Ave., Suite 4040, Portland, OR, 97204-3643, (503)715-7842
Employer, Employer, Hoffman Instrument Supply, Inc. d/b/a HIS Innovations Group, Hillsboro, OR, 97124, (503)466-2200
Petitioner, Union, United Association of Plumbers and Steamfitters, Local 290, Tualatin, OR, 97026, (503)691-5700
","United Association of Plumbers and Steamfitters, Local 290","Included: All regular full-time and part-time metal pipe welders in the spool department who work at the Employer’s Hillsboro location. Excluded: All other employees (including but not limited to plastic welders, metal frame welders in the frame department, other metal structural welders, and robotic welding programmers and operators) who work at the Employer’s Hillsboro and Portland locations, office clerical employees, managers, guard, and supervisors as defined in the Act.",9
R,"Region 04, Philadelphia, Pennsylvania",04-RM-332542,"PTR Baler and Compactor LLC",Closed,12/26/2023,01/10/2024,"Withdrawal Non-adjusted",Philadelphia,PA,6,"Petitioner, Legal Representative, Herman Andrew, Blank Rome LLP, One Logan Square, 130 North 18th Street, Philadelphia, PA, 19103, (215)569-5574
Involved Party, Legal Representative, Hayes Ian, Hayes Dolce, 135 Delaware Avenue, Suite 502, Buffalo, NY, 14202, (716)608-3427
Petitioner, Legal Representative, Reisman Jason, Blank Rome LLP, One Logan Square, 130 North 18th Street, Philadelphia, PA, 19103-6933, (215)569-5598
Petitioner, Employer, PTR Baler and Compactor LLC, Philadelphia, PA, 19134, (215)621-8322
Involved Party, Union, Regional Shop Local Union No. 852 International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers, AFL-CIO, Framingham, MA, 01701
",,"Included: Stock Room Employees

Excluded: All other employees, employees in any existing bargaining unit, employee office or clerical employees, draftsmen, engineering employees, watchmen, guards, and supervisors.",
R,"Region 02, New York, New York",02-RC-332550,"The Gender & Sexuality Therapy Center",Closed,12/26/2023,01/03/2024,"Withdrawal Non-adjusted","New York",NY,17,"Employer, Legal Representative, DeMuro Nicole, O'Toole Scrivo LLC, 14 Village Park Road, Cedar Grove, NJ, 07009, (973)239-5700
Employer, Employer, The Gender & Sexuality Therapy Center, New York, NY, 10019
Petitioner, Union, District Council 37, AFSCME, AFL-CIO, New York, NY, (212)815-1450
",,"Included:  
All employees employed by The Gender & Sexuality Therapy Center, including, but not limited to, Therapist, Psychotherapist, Counselor. 

Excluded: 
All managerial employees, supervisors, security guards, and confidential employees as defined by the Act.",
R,"Region 10, Atlanta, Georgia",10-RD-332479,"GTA RATPDEV",Closed,12/26/2023,08/02/2024,"Certification of Results",Greensboro,NC,15,"Involved Party, Legal Representative, Bangs Christopher, Amalgamated Transit Union, AFL-CIO/CLC, 10000 New Hampshire Avenue, Silver Spring, MD, 20903
Employer, Legal Representative, Gilbert Geoffrey, Constangy, Brooks, Smith & Prophete, LLP, 680 Craig Road, Suite 400, St. Louis, MO, 63141, (314)925-7266
Employer, Employer, GTA RATPDEV, Greensboro, NC, 27406, (336)373-2769
Petitioner, Individual
Involved Party, Union, Amalgamated Transit Union, Local 1493, Saint Augustine, FL, 32092, (540)204-3762
",,"Included:
All full-time and regular part-time Road Supervisors and Dispatchers at the Employer's Greensboro, North Carolina facility.

Excluded:
All other employees, Lead Dispatch Supervisors, Training Supervisors, office clerical employees, guards, and supervisors as defined by the Act",
R,"Region 18, Minneapolis, Minnesota",18-RM-332507,"NORTHWESTERN CORPORATION d/b/a NORTHWESTERN ENERGY (NWE)",Closed,12/22/2023,10/09/2024,"Certific. of Representative","Sioux Falls",SD,3,"Petitioner, Legal Representative, Cecere Dominic, Stinson LLP, 50 South 6th Street, Suite 2600, Minneapolis, MN, 55402-2241, (612)335-1500
Involved Party, Legal Representative, Smith Jay, Smith & McElwain Law Office, 505 5th Street, Suite 530, PO Box 1194, Sioux City, IA, 51102-1194, (712)255-8084
Involved Party, Union, International Brotherhood of Electrical Workers, Local 426, Sioux Falls, SD, 57104, (605)336-0370
Petitioner, Employer, NORTHWESTERN CORPORATION d/b/a NORTHWESTERN ENERGY (NWE), Huron, SD, 57350
","International Brotherhood of Electrical Workers, Local 426","Included: All Distribution Operations Controllers employed bythe Employer in Huron, South Dakota.

Excluded: Managers, supervisors, guards, and confidential employees.",3
R,"Region 04, Philadelphia, Pennsylvania",04-RM-332408,"Marina District Development Company, LLC d/b/a Borgata Hotel Casino and Spa",Closed,12/22/2023,01/27/2025,"Withdrawal Non-adjusted","Atlantic City",NJ,80,"Petitioner, Legal Representative, Del Vescovo Anthony, MGM Resorts International, 6385 South Rainbow Boulevard, Suite 500, Las Vegas, NV, 89118, (228)386-7128
Involved Party, Legal Representative, Vazquez Jason, International Brotherhood of Teamsters Local 331, 25 Louisiana Avenue NW, Washington, DC, 20001-2130, (202)624-6936
Involved Party, Legal Representative, Vazquez Kevin, International Brotherhood of Teamsters, 25 Louisiana Avenue NW, Washington, DC, 20001, (202)624-6847
Petitioner, Legal Representative, Trimmer Paul, Jackson Lewis, P.C., 300 S. Fourth Street, Ste 900, Las Vegas, NV, 89101, (702)921-2472
Petitioner, Legal Representative, Rain Sarah, Jackson Lewis P.C., 211 North Pennsylvania Street, Suite 1700, Indianapolis, IN, 46204-2006, (317)489-6959
Involved Party, Legal Representative, Burden Willie, The International Brotherhood of Teamsters, 25 Louisiana Avenue, N.W., Washington, DC, 20001, (202)624-6951
Petitioner, Employer, Marina District Development Company, LLC d/b/a Borgata Hotel Casino & Spa, Atlantic City, NJ, 08401, (609)703-8290
Involved Party, Union, International Brotherhood of Teamsters Local 331, Egg Harbor City, NJ, 08215, (609)641-2331
",,"Included: Valet runners and valet cashiers
Excluded: All other employees",57
