"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Participants,Union,"Unit Sought",Voters
R,"Region 04, Philadelphia, Pennsylvania",04-RC-253787,"Delaware Valley University",Closed,12/26/2019,01/10/2020,"Withdrawal Non-adjusted",Doylestown,PA,12,"Employer, Legal Representative, Santucci Adam, McNees Wallace & Nurick LLC, 100 Pine Street, Harrisburg, PA, 17101, (717)237-5388
Petitioner, Legal Representative, Brainard Norton, Teamsters Union Local No. 115, 10965 Decatur Road, Philadelphia, PA, 19154, (215)335-0100
Employer, Employer, Delaware Valley University, Doylestown, PA, 18901, (215)489-2905
Petitioner, Union, Teamsters Union Local No. 115, Philadelphia, PA, 19154, (215)335-0100
",,"Included: Public Safety Excluded: Supervisors, Managers",
R,"Region 19, Seattle, Washington",19-RC-253850,"Valiant Global Defense Services, Inc., d/b/a Valiant Integrated Services",Closed,12/26/2019,01/24/2020,"Certification of Results","Oak Harbor",WA,4,"Employer, Legal Representative, Berencsi Erica, Valiant Global Defense Services, Inc., d/b/a  Valiant Integrated Services, 205 Van Buren St Ste 310, Herndon, VA, 20170-5336, (270)889-8551
Petitioner, Additional Service, Hardwick Jason, International Association of Machinists and Aerospace Workers, AFL-CIO, 620 Coolidge Road, Suite 130, Folsom, CA, 95630-3182, (916)985-8101
Employer, Additional Service, Newton Jerry
Employer, Employer, Valiant Global Defense Services, Inc., d/b/a Valiant Integrated Services, San Diego, CA, 92123-1844, (270)885-4642
Petitioner, Union, International Association of Machinists and Aerospace Workers,  Local Lodge 282, Bremerton, WA, 98337-1549, (206)762-7990
Employer, Additional Service, Valiant Global Defense Services, Inc., d/b/a  Valiant Integrated Services, Oak Harbor, WA, 98278-4295
Intervenor, Union, Service Employees International Union Local 925 (SEIU Local 925) affiliated with the Service Workers International Union, AFL-CIO, Bellingham, WA, 98225-4638, (360)296-0866
",,"Included: 

All full-time and permanent part-time employers employed by the employer in the AAAT and DART departments.

Excluded:  

Managers, Supervisors, Clerical Workers, and all other employees including professional employees, managerial employees, guards, supervisors and other employees as defined by the Act.  
",4
R,"Region 13, Chicago, Illinois",13-RC-253792,"North American Corporation",Closed,12/26/2019,06/08/2020,"Certific. of Representative",Glenview,IL,40,"Employer, Legal Representative, O'Brien Jill, Laner Muchin, Ltd., 515 North State Street, Suite 2400, Chicago, IL, 60654-4688, (312)467-9800
Employer, Legal Representative, Gore Scott, Laner Muchin, Ltd., 515 North State Street, Suite 2400, Chicago, IL, 60654-4688, (312)467-9800
Intervenor, Union, Production & Maintenance Union Local 101, Chicago, IL, 60623-____, (773)847-4110
Employer, Employer, North American Corporation, Glenview, IL, 60025-____, (630)777-6862
Petitioner, Union, Teamsters Local 705, Chicago, IL, 60653, (617)938-7529
","Teamsters Local 705","Included: All full-time and regular part-time production workers, warehouse, maintenance, fork lift drivers, lift-up and high-reach operators, janitor and all employees including leads in the project area and the shipping office clerks. 

Excluded: Superintendents, foremen, salesmen, management, and guards as defined by the Act.",34
R,"Region 10, Atlanta, Georgia",10-RC-253803,"Turner Plumbing, Inc.",Closed,12/26/2019,03/18/2020,"Certification of Results",Tuscaloosa,AL,25,"Employer, Legal Representative, Henderson Bruce, Phelps, Jenkins, Gibson & Fowler, L.L.P., 1201 Greensboro Ave, P.O. Box 020848, Tuscaloosa, AL, 35402-0848, (205)345-5100
Petitioner, Legal Representative, Geren Lance, O'Donoghue & O'Donoghue, LLP, ODonoghue & ODonoghue, LLP, 325 Chestnut Street, Suite 600, Philadelphia, PA, 19106, (215)629-4970
Employer, Employer, Turner Plumbing, Inc., Tuscaloosa, AL, 35401-4537, (205)345-4825
Petitioner, Union, Plumbers and Pipefitters Local 372, Tuscaloosa, AL, 35405-____, (205)758-6236
",,"Included: All full-time and regular part-time plumbers and plumbers helpers employed by the Employer at its 1700 26th Avenue, Tuscaloosa, Alabama facility. Excluded: All other employees, office clericals, guards and supervisors within the meaning of the Act.",24
R,"Region 20, San Francisco, California",20-RC-253812,PODS,Closed,12/26/2019,01/02/2020,"Withdrawal Non-adjusted",Mililani,HI,8,"Employer, Legal Representative, Malone Erin, Phelps Dunbar LLP, 100 South Ashley Dr., Suite 2000, Tampa, FL, 33602, (813)472-7550
Employer, Legal Representative, Woodford Thomas, Phelps Dunbar LLP, 101 Dauphin St STE 1000, Mobile, AL, 36602-3209, (251)441-8225
Petitioner, Union, Hawaii Teamsters and Allied Workers, Local 996, Honolulu, HI, 96819, (808)847-6633
Employer, Employer, PODS, Clearwater, FL, 33760, (727)538-6597
Employer, Employer, PODS Enterprises, LLC, Mililani, HI, 96789
",,"INCLUDED: Customer Service Relations (CSR), Driver

EXCLUDED: Any and all Managers, Supervisors, Superintendents, Watchmen, and Security Personnel.",
R,"Region 14, Saint Louis, Missouri",14-RC-253852,"Lennox Suites, LLC d/b/a Courtyard Marriott St. Louis Downtown Convention Center",Closed,12/26/2019,01/27/2020,"Certific. of Representative","Saint Louis",MO,25,"Petitioner, Legal Representative, Perez Emily, Hammond and Shinners, P.C., 13205 Manchester Rd Ste 210, Saint Louis, MO, 63131, (314)727-1015
Employer, Legal Representative, Kuntz Harrison, Ogletree Deakins Nash Smoak & Stewart P.C., 7700 Bonhomme Avenue, Suite 600, St. Louis, MO, 63105-0030, (314)898-4074
Employer, Legal Representative, Stewart Robert, Ogletree Deakins Nash Smoak & Stewart P.C., 7700 Bonhomme Ave., Ste. 650, Saint Louis, MO, 63105-0030, (314)827-3427
Employer, Employer, Lennox Suites, LLC d/b/a Courtyard Marriott St. Louis Downtown Convention Center, Saint Louis, MO, 63101, (314)231-7560
Petitioner, Union, UNITE HERE Local 74, Bridgeton, MO, 63044-2632, (314)890-0250
","UNITE HERE Local 74","INCLUDING: All full-time and regular part-time employees in Food and Beverage Department and the Housekeeping Department at 823 Washington Avenue, St. Louis, MO facility.
EXCLUDING:All other employees including front desk and maintenance employees, office clerical employees, professional employees, confidential employees, managerial employees, guards, security and supervisors as defined by the Act",20
R,"Region 16, Fort Worth, Texas",16-RC-253830,"LASALLE SOUTHWEST CORRECTIONS",Closed,12/26/2019,01/27/2020,"Certific. of Representative",Alvarado,TX,150,"Employer, Legal Representative, DAVIS FRANK, Ogletree Deakins Nash Smoak & Stewart, PC, 8117 PRESTON RD, STE 500, DALLAS, TX, 75225-6325, (214)987-3892
Employer, Employer, LASALLE SOUTHWEST CORRECTIONS, ALVARADO, TX, 766009, (512)858-7202
Employer, Employer, LASALLE SOUTHWEST CORRECTIONS, DRIPPING SPRINGS, TX, 78620
Petitioner, Employer, Federal Contract Guards of America, New York, NY, 10022, (212)541-3753
","Federal Contract Guards of America","Included: All full-time and regular part-time, armed and unarmed, Detention/Transport and intake Officers performing guard duties under the Employer’s contract with the Federal Government at Prairieland Detention Center located in Alvarado, TX.

Excluded: All other employees, including administrative, clerical, and non-guards, as defined by the National Labor Relations Act, as amended. 
",169
R,"Region 14, Saint Louis, Missouri",14-RD-254082,"Sysco Oklahoma",Closed,12/26/2019,07/22/2020,"Withdrawal Non-adjusted",Norman,OK,120,"Employer, Legal Representative, GROSS BINDU, Ogletree Deakins, Nash, Smoak & Stewart P.C., 8117 Preston Road Suite 500, Dallas, TX, 75225-6332, (214)987-3800
Employer, Legal Representative, Hayes Brian, Ogletree, Deakins, Nash, Smoak & Stewart, PC, 1909 K Street, N.W., Suite 1000, Washington, DC, 20006-1134, (202)263-0261
Involved Party, Legal Representative, McCaffrey George, 1900 NW Expressway Ste R-225, Oklahoma City, OK, 73118, (405)767-3300
Petitioner, Legal Representative, Taubman Glenn, National Right to Work Legal Defense Foundation, 8001 Braddock Rd., Ste. 600, Springfield, VA, 22160, (703)321-8510
Employer, Legal Representative, Stubley Mark, Ogletree, Deakins, Nash, Smoak & Stewart, P.C., 300 N. Main Street,, Suite 500, Greenville, SC, 29601, (864)271-1300
Employer, Legal Representative, Olschewske Sara, Ogletree, Deakins, Nash, Smoak & Stewart, P.C., The Ogletree Building, 300 N. Main Street, Suite 500, Greenville, SC, 29601, (864)240-5635
Employer, Employer, Sysco Oklahoma, Norman, OK, 73069-8200, (405)630-2600
Involved Party, Union, International Brotherhood of Teamsters, Local Union 886, Oklahoma City, OK, 73107-6199, (405)947-2333
Petitioner, Individual
",,"Included: All delivery and warehouse associates employed at1350 W Tecumseh Road, Norman, Oklahoma 73069; Excluded: Supervisors, managers, guards",
R,"Region 29, Brooklyn, New York",29-RC-253692,"AGI, Allied Ground International",Closed,12/23/2019,01/07/2020,"Withdrawal Non-adjusted",Jamaica,NY,250,"Intervenor, Legal Representative, Garren Brent, SEIU Local 32BJ, 25 West 18th Street, New York, NY, 10011, (212)388-3943
Petitioner, Legal Representative, McCarthy Bryan, BCM Associates, 1454 Route 22 Suite B101, brewster, NY, 10509-____, (845)363-1441
Employer, Legal Representative, Hall Douglas, Jones Day, 51 Louisiana Ave NW, Washington, DC, 20001-2113, (202)879-5432
Employer, Employer, AGI, Allied Ground International, Jamaica, NY, 11430-____, (718)553-2190
Petitioner, Union, Amalgamated Local 298, valley stream, NY, 11580-____, (516)872-6690
Intervenor, Union, Local 32BJ, Service Employees International Union, New York, NY, 10011-4677
",,"Included: All Cargo agents employed by AGI in buildings 21, 23, and 77 in JFK airport. Excluded: Managers, supervisors, Administrative personnel, security guards, and others as defined by the act.",
R,"Region 32, Oakland, California",32-RC-253760,"Stericycle, Inc.",Closed,12/23/2019,02/03/2020,"Certification of Results","San Jose",CA,35,"Employer, Legal Representative, Foster James, McMahon Berger Attorneys at Law, 2730 North Ballas Road, Suite 200, St. Louis, MO, 63131-3039, (314)567-7350
Petitioner, Legal Representative, Sexton Sheila, Beeson, Tayer & Bodine, 492 Ninth Street, Suite 350, Oakland, CA, 94607, (510)625-9700
Employer, Employer, STERICYCLE, INC., San Jose, CA, 95125, (866)308-9097
Petitioner, Union, INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 287, San Jose, CA, 95112-4778, (408)453-0287
",,"Included: All full-time & part-time drivers & warehouse employees employed by the Employer at or out of its San Jose facility.

Excluded: All other employees, supervisors and guards, as defined in the Act.",35
R,"Region 19, Seattle, Washington",19-RC-253763,"Hillside Health and Rehabilitation (The Goodman Group)",Closed,12/23/2019,01/07/2020,"Withdrawal Non-adjusted",Missoula,MT,45,"Employer, Legal Representative, Springer Cynthia, Springer Labor Law, LLC, 11806 Sea Star Dr, Indianapolis, IN, 46256-9647, (317)753-8789
Intervenor, Additional Service, JuPont James, UNITE HERE Local 427, 208 E Main St, Missoula, MT, 59802-4427, (406)549-5931
Employer, Employer, Goodman Group d/b/a Hillside Healthcare, Missoula, MT, 59803-1199, (406)251-5100
Petitioner, Union, SEIU Healthcare 775NW, Missoula, MT, 50802-4427, (406)207-8157
Intervenor, Union, UNITE HERE Local 427, Saint Augustine, FL, 32092, (406)549-5931
",,"Included:  All regular full time and regular part-time nurses aides, certified nurses aides, personal care attendants.

Excluded:  Excluding administrators, office clerical employees, registered nurses, licensed practical nurses, supervisors and guards as defined in the Act.
",
R,"Region 20, San Francisco, California",20-RD-253631,"Accentcare Home Health",Closed,12/20/2019,01/24/2020,"Withdrawal Non-adjusted",Redding,CA,17,"Employer, Legal Representative, Windberg Dominique, Jackson Lewis P.C., 50 California Street, 9th Floor, San Francisco, CA, 94111-4615, (415)796-5464
Employer, Legal Representative, Pierson-Scheinberg Laura, Jackson Lewis P.C., 50 California Street, 9th Floor, San Francisco, CA, 94111-4615, (415)796-7776
Intervenor, Legal Representative, Platenkamp Stephanie, Beeson Tayer & Bodine, 520 Capitol Mall, Suite 300, Sacramento, CA, 95814, (916)325-2100
Employer, Employer, Accentcare Home Health, Redding, CA, 96002, (530)223-3696
Intervenor, Union, Teamsters Local 137, Redding, CA, 96021
Petitioner, Individual
",,"Therapy & Nursing & Medical Social Services & Office Staff.  Excluded: Administration",
R,"Region 29, Brooklyn, New York",29-RC-253629,"Jamaica Hospital Medical Center",Closed,12/20/2019,08/19/2020,"Certific. of Representative","Richmond Hill",NY,14,"Intervenor, Legal Representative, Wilcox Gwynne, 80 Eighth Avenue, 8th Floor, New York, NY, 10011, (212)627-8100
Petitioner, Legal Representative, Steinberg James, Brady McGuire & Steinberg, P.C., Brady McGuire & Steinberg, P.C., 220 White Plains Road, Suite 390, Tarrytown, NY, 10591-5410, (914)478-4293
Employer, Legal Representative, Cornet Trina, Jamaica Hospital Medical Center, 8900 Van Wyck Expressway, Queens, NY, 11418-2832
Employer, Employer, Jamaica Hospital Medical Center, Richmond Hill, NY, 11418, (718)206-6290
Petitioner, Legal Representative
Intervenor, Union, 1199SEIU Healthcare Workers East, New York, NY, 10036
Petitioner, Union, International Union of Operating Engineers, AFL-CIO Local 30, Whitestone, NY, 11357, (718)847-8484
","International Union of Operating Engineers, Local 30, AFL-CIO","Included: All full time, regular part-time and per diem plant operators. Excluded: All clerical employees, professional employees, guards and supervisors under the Act.",15
R,"Region 10, Atlanta, Georgia",10-RD-253683,"Carlson Construction Services",Closed,12/20/2019,05/26/2020,"Withdrawal Non-adjusted",Marietta,GA,8,"Involved Party, Legal Representative, DAVIES GEORGE, Quinn, Connor, Weaver, Davies & Rouco, LLP, 2 20th St North, Suite 930, Birmingham, AL, 35203, (205)870-9989
Involved Party, Legal Representative, Connor Glen, Quinn, Connor, Weaver, Davies & Rouco, LLP, 2-20th Street North, Suite 930, Birmingham, AL, 35203, (205)870-9989
Involved Party, Union, International Brotherhood of Electrical Workers Local 613, Atlanta, GA, 30312-____, (404)523-8107
Employer, Employer, Carlson Construction Services, Marietta, GA, 30062-____, (770)894-3149
Petitioner, Individual
",,"Included: Aerial Linesman, Apprentice-3 Year, Lighting-Traffic Signal Repairman Excluded: None",
R,"Region 06, Pittsburgh, Pennsylvania",06-RC-253625,"Pittsburgh Technical College",Closed,12/20/2019,12/26/2019,"Withdrawal Non-adjusted",Oakdale,PA,10,"Petitioner, Legal Representative, Gregory Gordon, Cadillac Tower, 65 Cadillac Square, Suite 3727, Detroit, MI, 48226, (313)964-5600
Employer, Legal Representative, Rich Peter, One Oxford Centre, 301 Grant Street, Suite 3440, Pittsburgh, PA, 15219, (412)325-3319
Employer, Employer, Pittsburgh Technical College, Oakdale, PA, 15071, (412)809-5311
Petitioner, Union, International Union, Security, Police and Fire Professionals of America (SPFPA), Roseville, MI, 48066
",,"Included:
All full-time and part-time armed and unarmed campus police officers performing guard duties as defined in section 9(b)(3) of the National Labor Relations Act, employed by Pittsburgh Technical College @ 1111 McKee Road, Oakdale, PA 15071.
Excluded:
All office clerical employees, professional employees and supervisors as defined by the ACT.",
R,"Region 04, Philadelphia, Pennsylvania",04-RC-253641,"WHG ML Management LLC d/b/a Westin Mount Laurel",Closed,12/20/2019,01/14/2020,"Withdrawal Non-adjusted","Mount Laurel",NJ,64,"Employer, Legal Representative, Anderson Allison,  Foley Hoag LLP, 155 Seaport Boulevard, Boston, MA, 02210, (617)832-1204
Employer, Legal Representative, Keselenko Jonathan, Foley Hoag LLP, 155 Seaport Boulevard, Boston, MA, 02210, (617)832-1208
Petitioner, Legal Representative, Josem William, Cleary, Josem & Trigiani LLP, Constitution Place, 325 Chestnut Street, Suite 200, Philadelphia, PA, 19106, (215)732-0101
Petitioner, Union, UNITE HERE, Local 54, Atlantic City, NJ, 08401
Employer, Employer, WHG ML Management LLC d/b/a Westin Mount Laurel, Mt. Laurel, NJ, 08054, (856)778-7300
",,"Included: All full-time and regular part-time food and beverage employees, culinary employees, and housekeeping employees employed by the Employer at its 555 Fellowship Road, Mt. Laurel, New Jersey hotel.

Excluded: All other employees, front desk employees,  maintenance employees, office clerical employees, professional employees, confidential employees, managers, guards and supervisors as defined in the Act.
",
