"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Participants,Union,"Unit Sought",Voters
R,"Region 10, Atlanta, Georgia",11-RC-071444,"HALIFAX LINEN SERVICE, INC.",Closed,12/28/2011,02/17/2012,"Certification of Results","ROANOKE RAPIDS",NC,80,"Petitioner, Additional Service, KATZ IRA, SERVICE EMPLOYEES INTERNATIONAL UNION, 4405 Mall Boulevard, Suite 600, Union City, GA, 30291, (646)448-6419
Employer, Legal Representative, Carr Kevin, Spilman, Thomas & Battle, PLLC, 300 Kanawha Blvd E, Charleston, WV, 25301-0012, (904)323-1410
Employer, Legal Representative, Wallace Richard, Spilman, Thomas & Battle, PLLC, 300 Kanawha Blvd E, Charleston, WV, 25301-0012, (304)340-3865
Petitioner, Additional Service, JONES WILLIE, SOUTHERN REGION, WORKERS UNITED, SERVICE EMPLOYEES INTERNATIONAL UNION A/W SERVICE EMPLOYEES INTERNATIONAL UNION, C/O Hampton Inn, Hampton Blvd Rm 216, Roanoke Rapids, NC, 27870-, (770)306-8856
Employer, Employer, HALIFAX LINEN SERVICE, INC., Roanoke Rapids, NC, 27870-4280, (252)537-2565
Petitioner, Union, SOUTHERN REGION, WORKERS UNITED, SERVICE EMPLOYEES INTERNATIONAL UNION A/W SERVICE EMPLOYEES INTERNATIONAL UNION, Union City, GA, 30291-2069, (770)306-8856
","SOUTHERN REGION, WORKERS UNITED, SERVICE EMPLOYEES INTERNATIONAL UNION A/W SERVICE EMPLOYEES INTERNATIONAL UNION","Included:  All full time and regular part time production employees at its Roanoke Rapids plant.

Excluded:  Maintenance employees, drivers, officer clericals, managerial employees, guards and superisors as defined by the Act.",78
R,"Region 03, Buffalo, New York",03-RC-071441,"Saratoga Casino and Raceway",Closed,12/28/2011,01/19/2012,"Withdrawal Non-adjusted","Saratoga Springs",NY,21,"Employer, Legal Representative, BURSTEIN RICHARD, NOLAN & HELLER, LLP, 39 N Pearl St Ste 3, Albany, NY, 12207-2785, (518)449-3300
Employer, Employer, SARATOGA CASINO AND RACEWAY, Saratoga Springs, NY, 12866-5158, (518)584-2110
Petitioner, Union, I.U.O.E. Local 158, Glenmont, NY, 12077-4806, (518)431-0600
",,,
R,"Region 02, New York, New York",02-RC-071449,"Fine Fair Supermarket",Closed,12/28/2011,08/23/2012,"Withdrawal Non-adjusted",BRONX,NY,20,"Employer, Legal Representative, VOLLBRECHT MICHAEL, GORDON & REES LLP, 90 Broad St Ste 2300, New York, NY, 10004-2270, (212)453-0715
Petitioner, Legal Representative, KHALAF SAM, Barnes, Iaccarino & Shepherd LLP Attorneys at Law, 258 Saw Mill River Road, Suite 3, Elmsford, NY, 10523, (914)592-1515
Employer, Employer, 1472 Boston Road Food Corp. d/b/a Fine Fare Supermarket, Bronx, NY, 10460-4919, (718)328-8327
Petitioner, Union, LOCAL 223 AMALGAMATED INDUSTRIAL AND TOY NOVELTY WORKERS AMERICA, AFL-CIO, New York, NY, 10010-1868, (212)889-8180
",,,
R,"Region 28, Phoenix, Arizona",28-RC-071479,"Veolia Transportation Services, Inc.",Closed,12/28/2011,03/25/2016,"Dismissal Non-adjusted","Las Vegas",NV,40,"Petitioner, Legal Representative, Lunch Benjamin, Neyhart, Anderson, Flynn & Grosboll, 369 Pine Street, Suite 800, San Francisco, CA, 94104-3323, (415)677-9440
Petitioner, Additional Service, Smith Daniel, AMALGAMATED TRANSIT UNION, INTERNATIONAL, AFL-CIO, 5025 Wisconsin Avenue, NW, Washington, DC, 20016, (202)537-1645
Employer, Legal Representative, Fritz Daniel, McMahon Berger, P.C., 2730 North Ballas Road, Suite 200, P.O. Box 31901, St. Louis, MO, 63131-3039, (314)567-7350
Employer, Legal Representative, Gilbert Geoffrey, McMahon Berger, P.C., 2730 N  BALLAS RD STE 200, PO BOX 31901, SAINT LOUIS, MO, 63131-3039, (314)567-7350
Employer, Legal Representative, Foster James, McMahon Berger  PC, 2730 N BALLAS RD, STE 200, SAINT LOUIS, MO, 63131-3039, (314)567-7350
Employer, Employer, VEOLIA TRANSPORTATION, North Las Vegas, NV, 89032-4311
Petitioner, Union, Amalgamated Transit Union Local 1637, AFL-CIO-CLC, Las Vegas, NV, 89146-3103, (702)927-0260
",,,
R,"Region 29, Brooklyn, New York",29-RC-071475,"Budget Rent a Car/Avis Budget Group",Closed,12/28/2011,02/22/2012,"Certific. of Representative",Flushing,NY,6,"Petitioner, Legal Representative, COOPER BRUCE, 120 BROADWAY FL 28, NEW YORK, NY, 10271-0002, (212)652-3727
Employer, Employer, Avis Budget Group, LOS ANGELES, CA, 90045, (973)496-3525
Employer, Employer, AB CAR RENTAL SERVICES, INC., Ronkonkoma, NY, 11779-7389
Petitioner, Union, Garage Employees Union, Local  272 International Brotherhood of Teamsters, New York, NY, 10010-4606, (212)726-9726
","Local 272, Garage Employees Union, IBT","Included: All full-time and regular part-time rapid return agents and service agents employed by the employer at its 100 Arrival Drive, Islip, NY location.

Excluded: All other employees including guards and supervisors as defined under the Act.",3
R,"Region 16, Fort Worth, Texas",16-RD-071514,"CITGO REFINING & CHEMICALS",Closed,12/28/2011,02/03/2012,"Certific. of Representative","CORPUS CHRISTI",TX,41,"Employer, Legal Representative, Linas Jonathan, Jones Day, 77 West Wacker Drive, Suite 4800, Chicago, IL, 60601-1701, (312)269-4245
Involved Party, Additional Service, Brean Richard, UNITED STEEL WORKERS OF AMERICA, AFL-CIO-CLC, 60 Blvd of the Allies, Room 807, Pittsburgh, PA, 15222-1214, (412)562-2530
Employer, Employer, CITGO REFINING AND CHEMICALS, Corpus Christi, TX, 78469-9176, (361)844-5203
Petitioner, Individual
Involved Party, Union, UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS, INTERNATIONAL UNION, BAYTOWN, TX, 77521-3863
","UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS, INTERNATIONAL UNION","Included: All full time and regular part time central control room employees.

Excluded: All other employees, including office clericals, professionals, guards and supervisors as defined in the Act.",46
R,"Region 19, Seattle, Washington",19-UD-071505,"Leskovar Honda",Closed,12/28/2011,01/13/2012,"Withdrawal Non-adjusted",Butte,MT,3,"Employer, Legal Representative, BISCHOF BRUCE, LAW OFFICES OF BRUCE BISCHOF, 747 SW MILL VIEW WAY, BEND, OR, 97702-1556, (541)389-1292
Employer, Employer, LESKOVAR MOTORS, INC., Butte, MT, 59701-6807, (406)494-6604
Petitioner, Individual
Involved Party, Union, MACHINISTS WESTERN TERRITORY, Folsom, CA, 95630-3182, (916)985-8101
",,"INCLUDED: Mechanics and service writers.

EXCLUDED: All other employees, managerial employees, office clerical employees, confidential and guards and supervisors as defined in the Act.",
R,"Region 09, Cincinnati, Ohio",09-RD-071515,"FIRST TRANSIT, INC.",Closed,12/28/2011,02/16/2012,"Certific. of Representative",DAYTON,OH,58,"Involved Party, Legal Representative, Doll John, Doll, Jansen & Ford, LLC, 111 W First St, Suite 1100, Dayton, OH, 45402-1156, (937)461-5310
Employer, Legal Representative, HICKS WILLIAM, 600 Vine St Ste 1400, Cincinnati, OH, 45202-2426, (513)684-8737
Employer, Employer, FIRST TRANSIT, INC., Xenia, OH, 45385-5670, (937)374-6402
Involved Party, Union, INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL UNION NO. 957, Dayton, OH, 45413-0357, (937)278-5781
Petitioner, Individual
","TEAMSTERS LOCAL 957","Included:  Bus drivers and monitors.

Excluded:  Office personnel, maintenance, safety and managers.",51
R,"Region 28, Phoenix, Arizona",28-RD-071409,"Waste Management Arizona Landfills, Inc. d/b/a Lone Cactus Landfill",Closed,12/27/2011,12/29/2011,"Withdrawal Non-adjusted",Phoenix,AZ,3,"Petitioner, Individual
Employer, Employer, WASTE MANAGEMENT ARIZONA LANDFILLS, INC. D/B/A LONE CACTUS LANDFILL, Phoenix, AZ, 85024-5102
Involved Party, Union, OPERATING ENGINEERS LOCAL UNION 428, Phoenix, AZ, 85015-1027
",,"Included: All full-time operators employed by the employer at the 21402 North 7th Street, Phoenix, AZ location.

Excluded: All clerical employees and supervisors as defined in the Act.",
R,"Region 02, New York, New York",02-RC-071384,"Ace Hotel New York",Closed,12/27/2011,07/30/2012,"Certific. of Representative","new york",NY,108,"Petitioner, Legal Representative, HANLEY LAURA, Pitta LLP, 120 BROADWAY FL 28, NEW YORK, NY, 10271-0002, (212)652-3886
Employer, Legal Representative, Conrad Peter, Proskauer Rose LLP, ELEVEN TIMES SQUARE, NEW YORK, NY, 10036-8299, (212)969-3020
Intervenor, Legal Representative, Bianco Thomas, Meltzer, Lippe, Goldstein & Breitstone, LLP, 75 Maiden Ln Rm 603, New York, NY, 10038-4695, (516)747-0300
Intervenor, Union, LOCAL 528, CONSOLIDATED COMMERCIAL WORKERS OF AMERICA, Jamaica, NY, 11435-3331, (718)291-3434
Employer, Employer, ACE HOTEL NEW YORK, New York, NY, 10001-4502
Petitioner, Union, New York Hotel & Motel Trades Council, New York, NY, 10036-7102, (212)957-8000
","New York Hotel and Motel Trades Council, AFL-CIO","Included: all full-time and regular part-time maintenance employees, housekeeping employees, and guest service attendants employed by the Employer at its facility located at 20 West 29th Street, New York, NY, 

Excluded: all other employees, including Housing Development Corporation employees (in connection with services provided solely to the residential portion of the, food and beverage employees, reservations employees, front desk employees, confidential employees, clerical employees, security employees, and managers, and professional employees and supervisors as defined in the Act.

",113
R,"Region 01, Boston, Massachusetts",01-RD-071404,"MVM Security",Closed,12/27/2011,02/01/2012,"Withdrawal Non-adjusted","40 Western Ave.",ME,19,"Employer, Employer, MVM SECURITY, Augusta, ME, 04330-6325, (207)622-8401
Petitioner, Individual
Involved Party, Union, UGSOA International Union, East Wareham, MA, 02538
",,"All fulltime and regular part time security officers",
R,"Region 07, Detroit, Michigan",07-RC-071432,"Dairy Farmers of America, Inc.",Closed,12/27/2011,02/13/2012,"Certific. of Representative",Adrian,MI,16,"Employer, Legal Representative, Kamin Timothy, Ogletree, Deakins, Nash, Smoak & Stewart P.C., Pabst Boiler House, 1243 North 10th Street, Suite 200, Milwaukee, WI, 53205-2566, (414)239-6403
Employer, Employer, DAIRY FARMERS OF AMERICA, INC., Adrian, MI, 49221-3444, (517)265-5045
Petitioner, Union, LOCAL 876, UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION (UFCW), Madison Heights, MI, 48071
","LOCAL 876, UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION (UFCW)","Included: All full-time and regular part-time Maintenance employees, Separator Operators, Milk Receiving, Drier Operators, Baggers, and Dry Milk Shipping and Receiving employees.

Excluded: Plant Manager, Production Manager, Maintenance Supervisor, Quality Manager, Team Leaders, Temporary Workers, Guards and Supervisors as defined by the Act.",16
R,"Region 01, Boston, Massachusetts",01-RD-071374,"Kindred Hospital North Shore",Closed,12/26/2011,01/03/2012,"Withdrawal Non-adjusted",Wrentham,MA,10,"Employer, Additional Service, GODDARD EDWARD, KINDRED HOSPITAL NORTH SHORE, 15 King St, Peabody, MA, 01960-4379, (978)531-4379
Employer, Employer, KINDRED HOSPITAL NORTH SHORE, Peabody, MA, 01960-4379, (978)531-4379
Petitioner, Individual
Involved Party, Union, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, COUNCIL 93, Wakefield, MA, 01880-1647
",,"Professional Nurses and Respiratory Therapists",
R,"Region 15, New Orleans, Louisiana",15-RC-071307,"Bengal Crane and Rigging",Closed,12/23/2011,01/03/2012,"Withdrawal Non-adjusted",Geismar,LA,9,"Employer, Employer, BENGAL CRANE AND RIGGING, Geismar, LA, 70734-3518, (225)677-8890
Petitioner, Union, INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 406, AFL-CIO, New Orleans, LA, 70126-5314, (504)241-1311
Petitioner, Additional Service, Robein Urann Spencer Picard & Cangemi, APLC, Metairie, LA, 70002-5955
",,,
R,"Region 02, New York, New York",02-RC-071317,"Grand Central Partnership, Inc.",Closed,12/23/2011,01/09/2012,"Withdrawal Non-adjusted","new york",NY,33,"Employer, Employer, GRAND CENTRAL PARTNERSHIP (GCP), New York, NY, 10168-0699, (212)883-2420
Intervenor, Union, SPECIAL AND SUPERIOR OFFICERS BENEVOLENT ASSOCIATION, Babylon, NY, 11702-
Petitioner, Union, NY DISTRICT OF COUNCIL OF CARPENTERS AND ITS LOCALS, New York, NY, 10014-7450, (212)366-3342
",,"Included:  Public Safety Officers",
R,"Region 27, Denver, Colorado",27-RC-071334,"Sodexo, Inc.",Closed,12/23/2011,02/02/2012,"Certification of Results",Billings,MT,62,"Employer, Legal Representative, Combs Mark, 910 East Plate Drive, Palatine, IL, 60074-7138, (847)507-6205
Employer, Employer, SODEXO, INC., Billings, MT, 59101-0703, (406)657-4750
Petitioner, Union, McDonald Law Firm, LLC, Billings, MT, 59105-0969, (406)534-3385
",,"Included:  All full & parttime employees in the general job classifications of food service.

Excluded:  All supervisors & guards, as described under the Act.",55
R,"Region 19, Seattle, Washington",19-RC-071342,"BP Exploration (Alaska) Inc.",Closed,12/23/2011,03/01/2012,"Certific. of Representative",Anchorage,AK,3,"Petitioner, Legal Representative, Ballew David, Teamsters Local Union 231, affiliated with the International Brotherhood of Teamsters, 100 W Harrison St Ste 300, Seattle, WA, 98119-4116, (206)285-3610
Petitioner, Legal Representative, Leahy Tom, Reid, Ballew & Leahy LLP, 100 W Harrison St Ste 300, Seattle, WA, 98119-4116, (206)285-3610
Employer, Legal Representative, MEDE WILLIAM, Turner & Mede, PC, 1500 West 33rd Ave., Suite 200, Anchorage, AK, 99503-3502, (907)276-3963
Employer, Employer, BP EXPLORATION (ALASKA) INC., ANCHORAGE, AK, 99508-4254, (907)564-5835
Petitioner, Union, STEEL WORKERS LOCAL 4959, Olympia, WA, 98502-9598, (509)765-5893
","STEEL WORKERS LOCAL 4959","INCLUDED:
Flow Measurement Technicials

EXCLUDED:
All other Employees. Guards & Supervisors as Defined in this Act.",3
R,"Region 04, Philadelphia, Pennsylvania",04-RC-071339,"CWA Local 1038",Closed,12/23/2011,12/30/2011,"Withdrawal Non-adjusted","Woodbury Heights",NJ,8,"Petitioner, Additional Service, ALMODOVAR CARLY, COMMUNICATIONS WORKERS OF AMERICA LOCAL 1038, PO Box 217, Minotola, NJ, 08341-0217
Petitioner, Union, COMMUNICATIONS WORKERS OF AMERICA LOCAL 1038, Pitman, NJ, 08071-1839, (856)853-1500
Petitioner, Union, EMPLOYEES (STAFF) OF CWA LOCAL 1038, Woodbury Heights, NJ, 08097-1464
Employer, Employer, COMMUNICATIONS WORKERS OF AMERICA LOCAL 1034, AFL-CIO, Woodbury Heights, NJ, 08097-1464, (856)853-1500
Intervenor, Union, UNION EMPLOYEES UNION (UEU), Atlantic Highlands, NJ, 07716-1243
",,"Included: All non-management full & part time staff who have been employed by Local 1038 for at least 6 months including, JoAnn Luzzi, Paul Guzmich, Gina Garofolo, Carly Almodovar, Nicole Keenan, Deborah Kelly-Weldon, Ann Donatelli, Barbara Caropolo.

Excluded: All management and supervisors, elected executive board members and staff employed less than 6 months.",
R,"Region 05, Baltimore, Maryland",05-RC-071347,"Communications Unlimited, Inc. (CUI)",Closed,12/23/2011,02/24/2012,"Certification of Results",alexandria,VA,95,"Employer, Legal Representative, Bodzy Ben, Geodis Contract Logistics, 211 Commerce St Ste 800, Nashville, TN, 37201-1817, (615)524-3671
Employer, Additional Service, SPEARS JACK, COMMUNICATIONS UNLIMITED, INC. (CUI), 1321 Powhatan St, Alexandria, VA, 22314-1342, (205)402-0515
Petitioner, Additional Service, FIRMANI LILLIAN, INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL #1200, 2030 Biglane Ct, Huntingtown, MD, 20639-4106, (301)257-1432
Employer, Employer, COMMUNICATIONS UNLIMITED, INC. (CUI), Rockville, MD, 20852-2443, (205)402-0515
Petitioner, Union, INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL #1200, Chesapeake Beach, MD, 20732-0658, (301)257-1432
","INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL #1200","All full-time and regular part-time technicians, Installers, QC technicians, dispatchers, warehouse employees, clericals
and office employees, who perform work that is directly related to the operations, and administrators, who perform work
that is directly related to the operations, employed by the Employer at its Alexandria, VA facility, but excluding all sales
representatives, office clerical employees, professional employees, managers, guards and supervisors as defined in the
Act.",148
R,"Region 28, Phoenix, Arizona",28-RC-071360,"Ramcor Services Group Inc.",Closed,12/23/2011,01/03/2012,"Withdrawal Non-adjusted",Albuquerque,NM,29,"Employer, Legal Representative, MCCORMICK KETTI, LAW OFFICES OF KETTI MCCORMICK, PO Box 36956, Tucson, AZ, 85740-6956, (520)297-5031
Employer, Employer, RAMCOR SERVICES GROUP, INC., Artesia, NM, 88210-9420, (575)748-0572
Petitioner, Union, International Union of Operating Engineers, Local 953, Albuquerque, NM, 87108-3206, (505)266-5757
",,"Included
All full time janitorial custodians and warehouse personnel at FLETC in Artesia, NM

Excluded
All supervisors, other clerical employees, professional employees, managerial employees and guards as defined by the National Labor Relations Act.",
R,"Region 21, Los Angeles, California",21-RC-071364,"TELECARE CORPORATION",Closed,12/23/2011,02/16/2012,"Certific. of Representative","Long Beach",CA,183,"Employer, Legal Representative, Sarchet Bruce, Littler Mendelson, P.C., 500 Capitol Mall, Suite 2000, Sacramento, CA, 95814-4741, (916)830-7200
Employer, Legal Representative, MORA JENNIFER, Littler Mendelson  PC, 2049 Century Park E Ste 500, Los Angeles, CA, 90067-3107, (310)772-7243
Petitioner, Legal Representative, GOTTESMAN YURI, Dignity Health dba St. Joseph's Medical Center Stockton, 1375 55th Street, Emeryville, CA, 94608, (510)337-1001
Employer, Employer, TELECARE CORPORATION, Long Beach, CA, 90805-3711
Petitioner, Union, Service Employees International Union-United Healthcare Workers, [SEIU-UHW], Los Angeles, CA, 90022
Petitioner, 
","Service Employees International Union-United Healthcare Workers, [SEIU-UHW]","The following non-professional job classifications: Counselor, Billing Clerk, Clerk Typist, Data Entry Clerk, Ward Clerk, Clinical Secretary, Driver, FST, LPT (Licensed Psychiatric technician), LVN (Licensed Vocational Nurse), Maintenance, medical records Clerk, MHT (Mental Helath Technician), MHW (Mental Health Worker), Nursing Staffing Coordinator, Secretary. Excluded: All classifications not included, including but not limited to registered Nurses, Social Workers, Rehab Thrapists, guards, managers, confidential employees and supervisors as defined in the Act.",196
