"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Participants,Union,"Unit Sought",Voters
R,"Region 31, Los Angeles, California",31-RD-095633,"Henry Mayo Newhall Memorial Hospital",Closed,12/28/2012,02/19/2013,"Certification of Results",Valencia,CA,25,"Employer, Legal Representative, Abrahms Adam, 2049 Century Park E Fl 5, Los Angeles, CA, 90067-3101
Involved Party, Legal Representative, Cohen Joseph, United Electrical, Radio, and Machine Workers of America, Local 1137, One Gateway Center, Suite 1400, Pittsburgh, PA, 15222, (412)471-8919
Involved Party, Union, THE UNITED ELECTRICAL, RADIO AND MACHINE WORKERS OF AMERICA (UE), LOCAL 1004, Valencia, CA, 91355-1224
Petitioner, Individual
Employer, Employer, HENRY MAYO NEWHALL MEMORIAL HOSPITAL, Valencia, CA, 91355-3704, (661)200-1571
",,,26
R,"Region 22, Newark, New Jersey",22-RC-095652,"Palisades Nursing Center",Closed,12/28/2012,01/10/2013,"Withdrawal Non-adjusted",Guttenberg,NJ,8,"Employer, Legal Representative, . ., ALARIS HEALTH AT HARBORVIEW, 60 Park Pl Ste 8, Newark, NJ, 07102-5504, (201)963-0018
Petitioner, Legal Representative, Hansen Katherine, GLADSTEIN REIF & MEGINNISS, LLP, 817 Broadway, Fl. 6,, NY, NY, 10003, (212)228-7295
Employer, Employer, ALARIS HEALTH  AT BOULEVARD EAST, West New York, NJ, 07093-4501, (216)641-3600
Petitioner, Union, 1199 SEIU-UWHE REGION, Iselin, NJ, 08830-3179
",,"Included all full time, regular part time, and per diem  Licensed Practical Nurses employed by the Employer at its Guttenberg, NJ facility.   

Excluded all other employees, guards, and supervisors as defined by the act.",
R,"Region 29, Brooklyn, New York",29-RC-095510,"Stillwell Supply Corp.",Closed,12/27/2012,02/25/2013,"Certific. of Representative","Long Island City",NY,6,"Employer, Legal Representative, PARKER RICHARD, Ogletree Deakins Nash Smoak & Stewart, PC, Truist Plaza, 401 Commerce Street, Suite 1200, Nashville, TN, 37219-2446, (307)955-5001
Petitioner, Legal Representative, Kern Steven, Barnes, Laccarino, & Shepherd LLP, 258 Saw Mill River Rd, Elmsford, NY, 10523-1955, (914)592-1515
Employer, Employer, STILLWELL SUPPLY CORP., Long Island City, NY, 11101-7007, (718)784-2500
Petitioner, Union, TEAMSTERS LOCAL UNION NO. 456, IBT, Elmsford, NY, 10523-3521
","TEAMSTERS LOCAL UNION NO. 456, IBT","Included:  All full-time and regular part-time drivers, warehousemen and mechanics.

Excluded: All other employees including office clerical employees, guards and supervisors as defined in the Act.",6
R,"Region 18, Minneapolis, Minnesota",18-RC-095511,"SOUTHERN IOWA TRANSIT INC. (K & W MANAGEMENT CO.)",Closed,12/27/2012,01/03/2013,"Withdrawal Non-adjusted",Ottumwa,IA,31,"Employer, Legal Representative, Zingg Paul, DENEFE GARDNER & ZINGG, PC, 104 S COURT ST, PO BOX 493, OTTUMWA, IA, 52501-0493, (641)683-1626
Employer, Employer, SOUTHERN IOWA TRANSIT INC. (K &  W MANAGEMENT CO.), OTTUMWA, IA, 52501-1612, (641)682-8018
Petitioner, Union, LABORERS' LOCAL 538, Ottumwa, IA, 52501-3561, (641)682-1275
",,"Included:  Associates, bus drivers full time and part time, mechanics, bus washers, dispatchers
Excluded: All owners and co-owners",
R,"Region 31, Los Angeles, California",31-RC-095527,"Garda CL West, Inc.",Closed,12/27/2012,02/19/2013,"Certific. of Representative",Roxford,CA,40,"Employer, Additional Service, LINARES IVELICES, GARDA CL Atlantic,  INC., 700 S Federal Hwy Ste 300, Boca Raton, FL, 33432-6128, (561)231-4571
Employer, Legal Representative, Nelson Warren, FISHER & PHILLIPS LLP, 2050 MAIN STREET, SUITE 1000, IRVINE, CA, 92614-8240, (949)851-2424
Petitioner, Union, International Union, Security, Police and Fire Professionals of America (SPFPA), and its Local 287, Roseville, MI, 48066, (586)772-7250
Intervenor, Union, SYLMAR DRIVERS ASSOCIATION, Newhall, CA, 91321-3115, (661)755-5672
Employer, Employer, GARDA CL Atlantic,  INC., Sylmar, CA, 91342-1265
","SYLMAR DRIVERS ASSOCIATION","Included: All full time and/or regular part time drivers, messengers, volt custodians and ATM technicians performing guard duties as defined in section 9(b)(3) of the National Labor Relations Act, as amended Employed by Garda CL West @ 15640 Roxford, Sylmar, California 91342.

Excluded: All office Clerical employees, professionals employees, supervisors, as defined in the act, as amended, and all other employees.",60
R,"Region 01, Boston, Massachusetts",01-UC-095531,"UTGR, Inc. d/b/a Twin River Casino",Closed,12/27/2012,04/04/2013,"Dismissal Non-adjusted",Lincoln,RI,427,"Involved Party, Additional Service, Strom Andrew, Service Employees International Union, 1800 Massachusetts Ave NW, Washington, DC, 20036-1806, (202)730-7168
Involved Party, Legal Representative, GURSKY MARC, Gusky, 420 SCRABBLETOWN ROAD, SUITE C, NORTH KINGSTOWN, RI, 02852-3638, (401)294-4700
Employer, Legal Representative, CHITTICK MICHAEL, ADLER POLLOCK & SHEEHAN, PC, 1 Citizens Plz., 8th Floor, Providence, RI, 02903-1345, (401)274-7200
Employer, Employer, UTGR, INC.  D/B/A TWIN RIVER CASINO, Lincoln, RI, 02865-4835, (401)274-7200
Involved Party, Union, SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 334, Providence, RI, 02940-9125
Petitioner, Union, UTGR, INC. D/B/A TWIN RIVER CASINO, Lincoln, RI, 02865-4835
",,"Included:  Current position in Mutuel Department (simulcast racing) and Cage and Court Operations Department

Excluded:  Managerial and supervisory positions, marketing employees, players' club employees, office clerical employees and all Gaming Department employees who are not part of Mutuel or Cage and Count operations.",
R,"Region 05, Baltimore, Maryland",05-RC-095547,"First Coast Security",Closed,12/27/2012,01/11/2013,"Withdrawal Non-adjusted",HERNDON,VA,20,"Employer, Employer, FIRST COAST SECURITY SOLUTIONS, INC., Tampa, FL, 32619, (904)598-1993
Petitioner, Union, National League of Justice and Security Professionals, Springfield, VA, 22150-3925, (503)544-3257
Involved Party, Union, United Security & Police Officers of America (USPOA), Washington, DC, 20005, (732)644-0390
",,,
R,"Region 21, Los Angeles, California",21-RC-095556,"VEOLIA TRANSPORTATION SERVICES, INC.",Closed,12/27/2012,01/28/2013,"Certific. of Representative","EL CAJON",CA,26,"Employer, Legal Representative, KELLOGG CHARLES, VEOLIA TRANSPORTATION SERVICES, INC., 7391 W Charleston Blvd Ste 120, Las Vegas, NV, 89146, (702)478-3912
Petitioner, Legal Representative, Hoffman Florice, Law Office of Florice Hoffman, 8502 E Chapman Ave Ste 353, Orange, CA, 92869-2461, (714)282-7918
Employer, Employer, VEOLIA TRANSPORTATION SERVICES, INC., El Cajon, CA, 92020-1611
Petitioner, Union, SALESDRIVERS, HELPERS AND DAIRY EMPLOYEES LOCAL UNION 683, INTERNATIONAL BROTHERHOOD OF TEAMSTERS, San Diego, CA, 92102-1023
","SALESDRIVERS, HELPERS AND DAIRY EMPLOYEES LOCAL UNION 683, INTERNATIONAL BROTHERHOOD OF TEAMSTERS","Included: All full time and part-time mechanics and service workers employed by the Employer at its facility located at 1213 N. Johnson Avenue, El Cajon, 92020

Excluded: All drivers, dispatch persons, office employees, guards and supervisors as defined by the Act.",28
R,"Region 29, Brooklyn, New York",29-RC-095573,"Executive Laundry, LLC",Closed,12/27/2012,02/12/2013,"Certific. of Representative",Farmingdale,NY,30,"Employer, Legal Representative, PFEIFER RONALD, 1545 Arapahoe Trl, Green Bay, WI, 54313-6759
Employer, Employer, EXECUTIVE LAUNDRY, LLC, Farmingdale, NY, 11735-6600, (631)249-8311
Petitioner, Union, WAREHOUSE PRODUCTION SALES & ALLIED SERVICE EMPLOYEES UNION, LOCAL 811, BROOKLYN, NY, 11215, (718)333-5476
Employer, 
","WAREHOUSE PRODUCTION SALES & ALLIED SERVICE EMPLOYEES UNION, LOCAL 811","Included: All full-time and regular part-time, pressers, sorters, washers, ironers, shipping, receiving, plant sanitation and all production employees employed by the employer at 99 Toledo Street Farmingdale, NY 11735.

Excluded: All clerical employees, sales personnel, driver helpers, supervisors and guards as defined by the Act.",36
R,"Region 08, Cleveland, Ohio",08-RC-095588,"First Energy Nuclear Operating Company",Closed,12/27/2012,03/18/2013,"Certification of Results",Perry,OH,79,"Petitioner, Additional Service, LaBelle Bernie, Utility Workers Union of America, AFL-CIO, 1977 Yale Ave, Williamsport, PA, 17701-1278, (570)916-6784
Employer, Legal Representative, Prozzi James, Jackson Lewis, P.C., Liberty Center, 1001 Liberty Ave, Ste 1000, Pittsburgh, PA, 15222, (412)232-0404
Petitioner, Additional Service, KELLEY LARRY, Utility Workers Union of America, AFL-CIO, 270 Mansfield Rd, Washington, PA, 15301-8931, (724)746-5622
Petitioner, Union, Utility Workers Union of America, AFL-CIO, Barnegat, NJ, 08005-2002, (888)843-8982
Employer, Employer, FIRST ENERGY NUCLEAR OPERATING COMPANY (FENCO), Perry, OH, 44081-, (440)280-5320
",,"Included:  All full time and part time Professional emloyees, Nuc Engineer, Sr. Nuc Engineer Specialist, Sr. Nuc Engineer, Staff Nuc Engineer specialist, Advanced Nuc Engineer, Assoc Nuc Technician, Sr Counsulting Engineer.

Excluded:  All other employees of the Employer including supervisors as defined in the Act.",93
R,"Region 12, Tampa, Florida",24-RC-095502,"C&C Air Conditioning Electrical Services, Inc.",Closed,12/26/2012,02/20/2013,"Certific. of Representative","Toa Baja",PR,7,"Petitioner, Legal Representative, Simonet-Sierra Miguel, Attorney at Law, 101 Ave San Patricio Ste 1120, Maramar Plaza Ofc Town, Guaynabo, PR, 00968-2646, (787)620-5300
Employer, Employer, C & C AIR CONDITIONING, Toa Baja, PR, 00949-9735, (787)251-1501
Petitioner, Union, Communications Workers Of America, Local 3010, AFL-CIO, Guaynabo, PR, 00968, (787)282-0714
",,"Included:  All refrigeration technicians employed by the Employer at its Toa Baja, Puerto Rico facility.  
Excluded: All other employees, guards, and supervisors under the Act.",6
R,"Region 05, Baltimore, Maryland",05-RC-095440,"Chenega Aerospace, LLC",Closed,12/26/2012,01/10/2013,"Withdrawal Non-adjusted",Alexandria,VA,49,"Employer, Legal Representative, BOONE MELISSA, CHENEGA AEROSPACE, LLC, 5911 Kingstowne Village Pkwy, Ste 300, Alexandria, VA, 22315-4647, (703)822-2062
Petitioner, Union, SECURITY EMPLOYEES UNION, Silver Spring, MD, 20914-5017, (817)831-2000
Employer, Employer, CHENEGA AEROSPACE, LLC, Alexandria, VA, 22315-4647, (703)822-2872
",,"All full-time and regular part-time security officers employed by the Employer at the Bureau of Alcohol, Tobacco, Firearms and Explosives facility currently located at 244 Needy Road, Martinsburg, WV 25401. Excluded all project managers, office clericdal employees, professional employees and supervisors as defined in the Act.",
R,"Region 29, Brooklyn, New York",29-RC-095447,"Mr. T Carting Corp.",Closed,12/26/2012,03/12/2014,"Certific. of Representative",Ridgewood,NY,32,"Intervenor, Legal Representative, Rothman Gary, Richard M. Greenspan, P.C., 220 Heatherdell Road, Ardsley, NY, 10502-1304, (914)478-2801
Employer, Legal Representative, Horowitz Steven, 101 Eisenhower Pkwy Ste 407, Roseland, NJ, 07068-1055, (973)789-8300
Petitioner, Legal Representative, ROSENBLUM TAMIR, Waste Material, Recycling, and General Industrial Laborers' Local 108, 520 8th Ave Rm 650, New York, NY, 10018-6539, (212)452-9451
Employer, Employer, MR. T. CARTING CORP., Glendale, NY, 11385-8220, (718)821-9706
Intervenor, Union, United Service Workers IUJAT, Briarwood, NY, 11435
Petitioner, Union, Laborers International Union of North America, New York, NY, 10010-2912
","United Service Workers IUJAT","Included: All full and regular part-time Drivers and Helpers employed by the employer working out of the employers 7310 Edsall Avenue, Glendale, New York Facility

Excluded: All Mechanics, Office Clericls, Supervisors and Guards as described under the Act.",38
R,"Region 07, Detroit, Michigan",07-RC-095445,"McLaren Greater Lansing",Closed,12/26/2012,02/15/2013,"Certific. of Representative",Lansing,MI,5,"Employer, Legal Representative, Devaney Dennis, McLaren Healthcare Corp., G-3235 Beecher Road, Suite C, Flint, MI, 48532, (248)567-7400
Petitioner, Legal Representative, PAPPAS TINAMARIE, Law Offices of Tinamarie Pappas, 4661 PONTIAC TRL, ANN ARBOR, MI, 48105-9365, (734)994-6338
Petitioner, Union, LOCAL 459, OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) AFL-CIO, CLC, Lansing, MI, 48911
Employer, Employer, McLaren Greater Lansing, Lansing, MI, 48910-2819, (517)975-7557
","Local 459, Office and Professional Employees International Union (OPEIU), AFL-CIO","Included: All full time and regular part time paraprofessional and technical employees employed at McLaren Greater Lansing Laingsburg Family Medicine

Excluded: professional employees, confidential employees, managerial employees, temporary and casual employees, guards and supervisors",5
R,"Region 03, Buffalo, New York",03-RC-095461,"WSTA Inc/Benefit Trust",Closed,12/26/2012,01/08/2013,"Withdrawal Non-adjusted","West Seneca",NY,2,"Petitioner, Union, WEST SENECA PROFESSIONAL EMPLOYEES UNION (WSPEU), West Seneca, NY, 14224-4113, (716)308-2531
Employer, Employer, WSTA INC/BENEFIT TRUST, West Seneca, NY, 14224-2629, (716)826-5047
",,"Two office3 employees involved in administration of union benefits.",
R,"Region 21, Los Angeles, California",21-RC-095476,"SOUTHERN CALIFORNIA EDISON",Closed,12/26/2012,02/11/2013,"Certific. of Representative",Rosemead,CA,16,"Employer, Notification, WEISS ANDREW, Southern California Edison, 2244 Walnut Grove Ave Ste 360, Rosemead, CA, 91770-3714, (626)302-5404
Employer, Additional Service, DEDEA DOUGLAS, SOUTHERN CALIFORNIA EDISON COMPANY                                       LABOR RELATIONS, PO Box 800, 8631 Rush St, Rosemead, CA, 91770-0800, (626)302-5121
Petitioner, Notification, Hill Edwin, International Brotherhood of Electrical Workers (IBEW), AFL-CIO, 900 7th Street NW, Washington, DC, 20001-4089, (202)833-7000
Petitioner, Union, International Brotherhood of Electrical Workers, Local 47, Diamond Bar, CA, 91765-1037, (909)860-4239
Employer, Employer, SOUTHERN CALIFORNIA EDISON COMPANY, Rosemead, CA, 91770-3714, (626)302-4947
","International Brotherhood of Electrical Workers, Local 47","Included: All employees classified as Land Engineering Assistant 2 (LEA2), Technical Specialist/Scientist 2 and Technical Specialist/Scientist
3 (TSP 2 and 3) working in the Survey – Field Group, which is part of the Survey Department in the Transmission & Distribution organization employed by the Employer at its General Office 3 in Rosemead, California.

Excluded: All other employees, office clerical employees, professional employees, professional trainees, part-time employees, temporary employees, employees from third party contractors or agencies, confidential employees, managers, guards and supervisors as defined in the Act.",17
R,"Region 01, Boston, Massachusetts",01-RC-095482,"Community Health Services, Inc.",Closed,12/26/2012,02/12/2013,"Certific. of Representative",Hartford,CT,40,"Petitioner, Legal Representative, DOYLE BRIAN, FERGUSON, DOYLE & CHESTER, P.C., 35 Marshall Rd, Rocky Hill, CT, 06067-1400, (860)529-4762
Employer, Legal Representative, O'DONNELL EDWARD, Ford Harrison LLP, 150 Trumbull Street, 5th Floor, Hartford, CT, 06103-2446, (860)727-8900
Employer, Employer, COMMUNITY HEALTH SERVICES, INC., Hartford, CT, 06120-2599, (860)249-9625
Petitioner, Union, AFT Connecticut Union 5099, Rocky Hill, CT, 06067-1400, (860)257-9782
","Johnson Memorial Hospital Registered Nurses, Local 5046 AFT-CT, AFT, CLC, AFL-CIO",,37
R,"Region 21, Los Angeles, California",21-RC-095481,"SC Edison/ Peoples Choice Staffing",Closed,12/26/2012,01/09/2013,"Withdrawal Non-adjusted",Rosemead,CA,5,"Employer, Notification, DEDEA DOUGLAS, SOUTHERN CALIFORNIA EDISON COMPANY                                       LABOR RELATIONS, PO Box 800, 8631 Rush St, Rosemead, CA, 91770-0800, (626)302-5121
Petitioner, Notification, Hill Edwin, International Brotherhood of Electrical Workers (IBEW), AFL-CIO, 900 7th Street NW, Washington, DC, 20001-4089, (202)833-7000
Employer, Legal Representative, LENZ TOM, Atkinson Andelson Loya Ruud & Romo, 12800 Center Court Drive South, Suite 300, Cerritos, CA, 90703, (562)653-3200
Employer, Additional Service, PEOPLES WENDELL, 1269 Pomona Rd Ste 107, Corona, CA, 92882-7158, (951)735-0550
Employer, Employer, Corona, CA, 92882-7158
Petitioner, Union, International Brotherhood of Electrical Workers, Local 47, Diamond Bar, CA, 91765-1037, (909)860-4239
Employer, Employer, SOUTHERN CALIFORNIA EDISON COMPANY, Rosemead, CA, 91770-3714, (626)302-4947
",,,
R,"Region 16, Fort Worth, Texas",16-RC-095519,"ADC LTD",Closed,12/26/2012,01/24/2013,"Certification of Results",HOUSTON,TX,15,"Employer, Legal Representative, AUNGIER MARSHALL, 909 Virginia St NE, Albuquerque, NM, 87108-1093, (505)265-5800
Employer, Employer, ADC LTD, Albuquerque, NM, 87108-1094, (800)750-3181
Petitioner, Union, UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA, LOCAL208, Houston, TX, 77205-0844, (832)439-8759
",,"Included: All security officers employed by the employer at the TRACON facility at the George Bush Intercontinental Airport in Houston, TX

Excluded:  All other employees including supervisors as defined by the National Labor Relations Act.",14
R,"Region 03, Buffalo, New York",03-RC-095358,"LifeGas, a division of Linde Gas North America, LLC",Closed,12/21/2012,02/11/2013,"Certific. of Representative",Cohoes,NY,16,"Employer, Legal Representative, GOLDBERGER FRANLIN, Jackson Lewis, P.C., 38 Corporate Woods Blvd Fl 3, Albany, NY, 12211-, (518)649-9641
Petitioner, Legal Representative, Unkonfn Unkown, Lippes Mathias Wexler Friedman LLP, 230 Washington Avenue Extension, Albany, NY, 12203, (518)434-2622
Employer, Employer, LIFEGAS, A DIVISION OF LINDE GAS NORTH AMERICA, LLC, Cohoes, NY, 12047-4812, (518)713-2020
Petitioner, Union, International Brotherhood of Teamsters, Local 294, Albany, NY, 12206-1633, (518)489-5436
","International Brotherhood of Teamsters, Local 294","All full time and part time drivers/warehouse",16
R,"Region 19, Seattle, Washington",19-UC-095674,"National Education Association-Alaska",Closed,12/21/2012,03/29/2013,"Unit Clarification",ANCHORAGE,AK,22,"Employer, Legal Representative, DUNN KIM, Landye Bennett Blumstein, LLP, 701 W 8th Ave Ste 1200, Anchorage, AK, 99501-3467, (907)868-9204
Employer, Union as an Employer, NATIONAL EDUCATION ASSOCIATION - ALASKA, Anchorage, AK, 99517-2901, (907)274-0536
Petitioner, Union, NATIONAL STAFF ORGANIZATION - ALASKA, Anchorage, AK, 99517-2901, (907)274-0536
",,,
R,"Region 05, Baltimore, Maryland",05-RC-095281,"Coastal International Security, Inc.",Closed,12/20/2012,01/03/2013,"Withdrawal Non-adjusted","Upper Marlboro",MD,14,"Employer, Legal Representative, Dolan Maureen, Coastal International Security, Inc., 6101 Fallard Drive, Upper Marlboro, MD, 20772-3878, (505)692-6738
Employer, Employer, COASTAL INTERNATIONAL SECURITY INC., Upper Marlboro, MD, 20772-3878, (703)339-0233
Petitioner, Union, International Union, Security, Police and Fire Professionals of America (SPFPA), and its Local 287, Washington, DC, 20006, (586)772-7250
",,,
